_ws.col.Time,frame.len,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.len,tcp.seq_raw,tcp.ack_raw,tcp.options.timestamp.tsval,tcp.options.timestamp.tsecr
"18:10:23.933149","60","47.74.8.123","80","100.64.0.2","42678","0","3212102583","197485618","2323087739","3266067709"
"18:10:24.354290","52","47.74.8.123","80","100.64.0.2","42678","0","3212102584","197485764","2323088160","3266068111"
"18:10:24.354306","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212102584","197485764","2323088160","3266068111"
"18:10:24.354311","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212104032","197485764","2323088160","3266068111"
"18:10:24.354316","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212105480","197485764","2323088160","3266068111"
"18:10:24.354321","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212106928","197485764","2323088160","3266068111"
"18:10:24.354331","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212108376","197485764","2323088160","3266068111"
"18:10:24.354336","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212109824","197485764","2323088160","3266068111"
"18:10:24.354341","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212111272","197485764","2323088160","3266068111"
"18:10:24.354350","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212112720","197485764","2323088160","3266068111"
"18:10:24.354361","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212114168","197485764","2323088160","3266068111"
"18:10:24.354367","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212115616","197485764","2323088160","3266068111"
"18:10:24.793749","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212117064","197485764","2323088599","3266068552"
"18:10:24.793762","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212118512","197485764","2323088599","3266068552"
"18:10:24.813775","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212119960","197485764","2323088619","3266068572"
"18:10:24.813785","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212121408","197485764","2323088619","3266068572"
"18:10:24.833863","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212122856","197485764","2323088639","3266068591"
"18:10:24.833873","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212124304","197485764","2323088639","3266068591"
"18:10:24.852911","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212125752","197485764","2323088659","3266068611"
"18:10:24.852925","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212127200","197485764","2323088659","3266068611"
"18:10:24.873004","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212128648","197485764","2323088679","3266068631"
"18:10:24.873016","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212130096","197485764","2323088679","3266068631"
"18:10:24.892007","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212131544","197485764","2323088699","3266068651"
"18:10:24.893081","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212132992","197485764","2323088699","3266068651"
"18:10:24.913165","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212134440","197485764","2323088719","3266068671"
"18:10:24.913174","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212135888","197485764","2323088719","3266068671"
"18:10:24.933257","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212137336","197485764","2323088739","3266068691"
"18:10:24.933267","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212138784","197485764","2323088739","3266068691"
"18:10:24.953371","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212140232","197485764","2323088759","3266068711"
"18:10:24.953382","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212141680","197485764","2323088759","3266068711"
"18:10:24.973418","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212143128","197485764","2323088779","3266068731"
"18:10:24.973432","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212144576","197485764","2323088779","3266068731"
"18:10:25.213436","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212146024","197485764","2323089019","3266068971"
"18:10:25.213448","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212147472","197485764","2323089019","3266068971"
"18:10:25.233553","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212148920","197485764","2323089039","3266068991"
"18:10:25.233565","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212150368","197485764","2323089039","3266068991"
"18:10:25.253594","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212151816","197485764","2323089059","3266069011"
"18:10:25.253605","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212153264","197485764","2323089059","3266069011"
"18:10:25.291759","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212154712","197485764","2323089097","3266069032"
"18:10:25.291774","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212156160","197485764","2323089097","3266069032"
"18:10:25.293854","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212157608","197485764","2323089099","3266069052"
"18:10:25.293863","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212159056","197485764","2323089099","3266069052"
"18:10:25.313849","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212160504","197485764","2323089119","3266069071"
"18:10:25.313859","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212161952","197485764","2323089119","3266069071"
"18:10:25.332926","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212163400","197485764","2323089139","3266069091"
"18:10:25.332936","1500","47.74.8.123","80","100.64.0.2","42678","1448","3212164848","197485764","2323089139","3266069091"
