06:38:45.287017 60 0 3734573196
06:38:45.556639 52 0 3734573197
06:38:45.586829 1500 1448 3734573197
06:38:45.617007 1500 1448 3734574645
06:38:45.647169 1500 1448 3734576093
06:38:45.677345 1500 1448 3734577541
06:38:45.707499 1500 1448 3734578989
06:38:45.737635 1500 1448 3734580437
06:38:45.767780 1500 1448 3734581885
06:38:45.797928 1500 1448 3734583333
06:38:45.855802 1500 1448 3734587677
06:38:45.885965 1500 1448 3734589125
06:38:45.916141 1500 1448 3734590573
06:38:45.946292 1500 1448 3734592021
06:38:45.976427 1500 1448 3734593469
06:38:46.006560 1500 1448 3734594917
06:38:46.036682 1500 1448 3734596365
06:38:46.066817 1500 1448 3734597813
06:38:46.096955 1500 1448 3734599261
06:38:46.127107 1500 1448 3734600709
06:38:46.157242 1500 1448 3734602157
06:38:46.187380 1500 1448 3734603605
06:38:46.217507 1500 1448 3734605053
06:38:46.247639 1500 1448 3734606501
06:38:46.277775 1500 1448 3734607949
06:38:46.307896 1500 1448 3734609397
06:38:46.338021 1500 1448 3734610845
06:38:46.368146 1500 1448 3734612293
06:38:46.398296 1500 1448 3734584781
06:38:46.428441 1500 1448 3734613741
06:38:46.458587 1500 1448 3734615189
06:38:46.488715 1500 1448 3734616637
06:38:46.518855 1500 1448 3734618085
06:38:46.548988 1500 1448 3734619533
06:38:46.579118 1500 1448 3734620981
06:38:46.609251 1500 1448 3734622429
06:38:46.639376 1500 1448 3734623877
06:38:46.669523 1500 1448 3734625325
06:38:46.699685 1500 1448 3734626773
06:38:46.729827 1500 1448 3734628221
06:38:46.759983 1500 1448 3734629669
06:38:46.790135 1500 1448 3734631117
06:38:46.820281 1500 1448 3734632565
06:38:46.850428 1500 1448 3734586229
06:38:46.880587 1500 1448 3734634013
06:38:46.910713 1500 1448 3734635461
06:38:46.940845 1500 1448 3734636909
06:38:46.970970 1500 1448 3734638357
06:38:47.001130 1500 1448 3734639805
06:38:47.031292 1500 1448 3734641253
06:38:47.061444 1500 1448 3734642701
06:38:47.091569 1500 1448 3734644149
06:38:47.121717 1500 1448 3734645597
06:38:47.151873 1500 1448 3734647045
06:38:47.182041 1500 1448 3734648493
06:38:47.212188 1500 1448 3734649941
06:38:47.242339 1500 1448 3734651389
06:38:47.272493 1500 1448 3734652837
06:38:47.302635 1500 1448 3734654285
06:38:47.332798 1500 1448 3734655733
06:38:47.362943 1500 1448 3734657181
06:38:47.393096 1500 1448 3734658629
06:38:47.423237 1500 1448 3734660077
06:38:47.453389 1500 1448 3734661525
06:38:47.483533 1500 1448 3734662973
06:38:47.513681 1500 1448 3734664421
06:38:47.543817 1500 1448 3734665869
06:38:47.573965 1500 1448 3734667317
06:38:47.604102 1500 1448 3734668765
06:38:47.634241 1500 1448 3734670213
06:38:47.664380 1500 1448 3734671661
06:38:47.694511 1500 1448 3734673109
06:38:47.724651 1500 1448 3734674557
06:38:47.754807 1500 1448 3734676005
06:38:47.784943 1500 1448 3734677453
06:38:47.815089 1500 1448 3734678901
06:38:47.845213 1500 1448 3734680349
06:38:47.875339 1500 1448 3734681797
06:38:47.910240 1500 1448 3734683245
06:38:47.940381 1500 1448 3734684693
06:38:47.970524 1500 1448 3734686141
06:38:48.000657 1500 1448 3734687589
06:38:48.030779 1500 1448 3734689037
06:38:48.060901 1500 1448 3734690485
06:38:48.091022 1500 1448 3734691933
06:38:48.121142 1500 1448 3734693381
06:38:48.151264 1500 1448 3734694829
06:38:48.181384 1500 1448 3734696277
06:38:48.211505 1500 1448 3734697725
06:38:48.241624 1500 1448 3734699173
06:38:48.271753 1500 1448 3734700621
