alo_label, env_input, actions, alo_predicted, reward_actions, steps_search
----------------------train at epoch 1-----------------------------
9, 11, [11], [9], [33.055275], 1
12, 1, [1], [12], [33.03992], 1
7, 2, [ 2  3  4 15  7  3  9], [5 0 5 5 5 0 7], [-42.58495  -21.071651 -28.502983 -34.26849  -37.23839  -35.540207
 -25.950577], 7
5, 6, [ 6 15], [9 5], [-10.046595  33.065872], 2
8, 4, [ 4 14], [8 8], [32.900272 33.065334], 2
11, 13, [13], [11], [33.09633], 1
12, 7, [7], [12], [33.069836], 1
3, 11, [11], [3], [33.07902], 1
6, 12, [12  2], [0 6], [-10.094452  33.094395], 2
11, 12, [12], [11], [33.05123], 1
12, 13, [13], [12], [33.095955], 1
9, 6, [6], [9], [33.10881], 1
7, 5, [ 5 16], [0 7], [-10.091011  33.127907], 2
5, 2, [ 2 16], [5 5], [32.94194 33.14009], 2
12, 13, [13], [12], [33.09595], 1
4, 12, [12 13], [4 4], [32.910435 33.10485 ], 2
1, 12, [12], [1], [33.04313], 1
0, 16, [16  2], [0 0], [33.035763 33.111916], 2
3, 10, [10], [3], [33.079025], 1
4, 4, [ 4 15  8], [4 8 4], [22.629381 15.951517 33.103985], 3
9, 1, [1], [9], [33.04568], 1
0, 5, [5 4 7], [0 6 0], [22.57563   15.9060135 33.081413 ], 3
8, 2, [2], [8], [33.059227], 1
12, 2, [2], [12], [33.06078], 1

6, 13, [13], [6], [33.170784], 1
10, 8, [8], [10], [33.086], 1
6, 7, [7], [6], [33.0723], 1
3, 7, [7], [3], [33.096054], 1
7, 4, [ 4  8  2  9 11], [5 7 5 7 7], [-22.83537    11.847173    4.5902615  20.887207   33.062973 ], 5
9, 2, [2], [9], [33.060833], 1
11, 10, [10], [11], [33.089878], 1
7, 3, [ 3 12  8 14], [6 0 0 7], [-28.046946   3.209774  11.93391   33.058746], 4
5, 11, [11  1  8], [5 7 5], [22.613564 15.903904 33.11577 ], 3
6, 15, [15  5  1 15  8], [5 6 2 5 6], [-25.670467    7.1072526  -3.2063966   7.9354515  33.118584 ], 5
2, 13, [13], [2], [33.11237], 1
12, 16, [16], [12], [33.126564], 1
0, 15, [15  7], [5 0], [-10.082464  33.082382], 2
3, 9, [ 9 15], [5 3], [-10.108494  33.062454], 2
8, 11, [11], [8], [33.06778], 1
0, 15, [15  8], [6 0], [-10.062281  33.102043], 2
7, 16, [16  7 10 11], [0 0 0 7], [-27.914541    3.2358878  11.928803   33.058285 ], 4
11, 8, [8], [11], [33.086292], 1
9, 4, [4], [9], [33.07355], 1
7, 15, [15 13  2], [5 0 7], [-20.36594   15.937752  33.06704 ], 3
2, 7, [7], [2], [33.07752], 1
12, 2, [2], [12], [33.060745], 1
7, 16, [16 13 15  2 14 15 11], [10  0  5  7  7  5  0], [-38.581505 -14.510796 -17.679298 -16.261923 -28.898952 -43.26835
 -38.910336], 7
7, 14, [14  7 13 10 12 13 16], [0 0 0 0 0 0 0], [-43.134094 -21.995152 -30.123718 -37.03445  -41.88047  -43.21634
 -38.855484], 7
10, 11, [11 10], [ 5 10], [-10.085209  33.081123], 2
12, 14, [14], [12], [33.053207], 1
11, 7, [7], [11], [33.07268], 1
7, 12, [12 14 15 13 11], [0 0 5 0 7], [-33.451427   -5.8339424  -3.1615658   7.931924   33.058285 ], 5
1, 11, [11], [1], [33.10102], 1
6, 3, [3 5 2], [6 5 6], [22.558863 15.887433 33.094776], 3
0, 1, [ 1 13], [7 0], [-10.106163  33.098896], 2
4, 11, [11], [4], [33.08564], 1

1, 9, [9], [1], [33.046112], 1
3, 1, [1], [3], [33.03475], 1
8, 7, [ 7 12 15 16  7  2], [8 4 8 8 8 8], [14.982526   3.1695287 11.868227  11.291885  16.916338  33.059216 ], 6
2, 6, [6], [2], [33.13227], 1
1, 11, [11], [1], [33.101044], 1
12, 11, [11], [12], [33.0617], 1
4, 1, [ 1 10 15 16], [4 4 4 4], [27.496864 24.102062 24.994537 33.176838], 4
4, 3, [ 3 15  4  8], [4 8 8 4], [14.975789   3.2498343 11.928104  33.107967 ], 4
4, 10, [10 16], [4 4], [33.01229  33.178154], 2
12, 9, [9], [12], [33.052258], 1
9, 11, [11], [9], [33.055298], 1
4, 16, [16], [4], [33.17166], 1
6, 5, [ 5 11], [0 6], [-10.121269  33.077717], 2
2, 6, [6], [2], [33.13197], 1
10, 12, [12], [10], [33.076492], 1
4, 11, [11], [4], [33.08595], 1
7, 11, [11  6  5 14  3 11  3], [0 0 0 7 0 0 0], [-40.30543  -17.32516  -22.427122 -24.104618 -41.94383  -43.29164
 -38.96884 ], 7
12, 2, [2], [12], [33.060776], 1
11, 16, [16], [11], [33.12255], 1
1, 14, [14], [1], [33.076817], 1
2, 6, [6], [2], [33.132103], 1
4, 8, [8], [4], [33.104424], 1
5, 9, [ 9  7 13], [5 5 5], [30.422634 28.958248 33.112747], 3
10, 14, [14], [10], [33.065254], 1
12, 14, [14], [12], [33.053226], 1
10, 12, [12], [10], [33.07624], 1
0, 7, [7], [0], [33.0809], 1
0, 10, [10 14], [7 0], [-10.07192   33.067104], 2
4, 9, [ 9 16], [8 4], [-10.043751  33.17892 ], 2
8, 9, [ 9 10  5  8  5 14], [8 8 4 4 4 8], [ 13.574816    0.8736677 -13.712569   -9.572239    3.869607   33.06472  ], 6
5, 1, [1 8], [7 5], [-10.099569  33.10979 ], 2
11, 7, [7], [11], [33.072678], 1

8, 10, [10  2], [8 8], [32.938072 33.05934 ], 2
6, 12, [12  2], [6 6], [32.90618  33.094505], 2
5, 7, [ 7 11], [5 5], [32.938427 33.079712], 2
12, 1, [1], [12], [33.03991], 1
3, 8, [8], [3], [33.139446], 1
6, 13, [13], [6], [33.159775], 1
3, 5, [ 5 12  2], [3 2 3], [22.558952 15.886817 33.058174], 3
8, 6, [6 7], [4 8], [-10.007061  33.080494], 2
9, 11, [11], [9], [33.0556], 1
1, 13, [13], [1], [33.111866], 1
7, 12, [12  2 11  6 16], [6 7 0 0 7], [-25.623129   7.213814  -3.10606    8.007126  33.126682], 5
6, 3, [ 3  5 12  8], [6 6 6 6], [27.416878 23.984894 24.92058  33.1185  ], 4
8, 2, [2], [8], [33.05922], 1
2, 13, [13], [2], [33.112362], 1
11, 16, [16], [11], [33.12248], 1
0, 8, [8], [0], [33.101696], 1
9, 2, [2], [9], [33.06082], 1
10, 10, [10], [10], [33.081238], 1
2, 12, [12  7], [0 2], [-10.104542  33.077538], 2
12, 16, [16], [12], [33.126556], 1
4, 15, [15  7], [8 4], [-10.056908  33.08262 ], 2
0, 13, [13], [0], [33.099506], 1
4, 13, [13], [4], [33.10524], 1
1, 9, [9], [1], [33.045975], 1
9, 1, [1], [9], [33.046432], 1
5, 13, [13], [5], [33.112007], 1
12, 3, [3], [12], [33.033623], 1
7, 1, [ 1  8 14 16  5 11], [6 7 0 0 0 7], [-29.426239     0.89915276 -13.656923    -9.5332       3.870471
  33.058285  ], 6
11, 12, [12], [11], [33.051105], 1
10, 3, [3], [10], [33.02893], 1
5, 13, [13], [5], [33.111794], 1
9, 4, [ 4 16], [9 9], [32.950085 33.12377 ], 2

8, 12, [12  2], [4 8], [-10.114059  33.059128], 2
7, 5, [5 8], [0 7], [-10.11165  33.09327], 2
5, 9, [ 9 11], [9 5], [-10.0907345  33.079464 ], 2
1, 5, [5], [1], [33.02552], 1
6, 1, [ 1 13], [6 6], [32.93692 33.17092], 2
7, 5, [ 5 11], [0 7], [-10.129864  33.0632  ], 2
10, 13, [13], [10], [33.097404], 1
11, 7, [7], [11], [33.072678], 1
5, 16, [16 10], [9 5], [-10.025391  33.078133], 2
6, 3, [3 6], [3 6], [-10.095579  33.12873 ], 2
12, 10, [10], [12], [33.085857], 1
0, 1, [ 1 10 16 15  8], [7 6 0 5 0], [-28.742542    2.0381932   9.91868     7.938183   33.10182  ], 5
5, 5, [ 5 16], [6 5], [-10.081726  33.142895], 2
7, 7, [ 7  4  5 13  7], [7 5 0 0 7], [ 9.562642  -5.8612514 -3.2016358  7.9410486 33.072304 ], 5
11, 1, [1], [11], [33.039757], 1
0, 10, [10  7], [5 0], [-10.068605  33.080826], 2
11, 10, [10], [11], [33.089863], 1
4, 16, [16], [4], [33.1719], 1
2, 8, [8], [2], [33.117973], 1
3, 2, [2], [3], [33.058514], 1
6, 9, [9 8], [5 6], [-10.082247  33.11815 ], 2
6, 14, [14], [6], [33.074066], 1
10, 11, [11], [10], [33.05585], 1
10, 15, [15], [10], [33.082375], 1
3, 9, [9 8], [5 3], [-10.069418  33.13877 ], 2
12, 8, [8], [12], [33.093864], 1
8, 1, [1 2], [4 8], [-10.128019  33.059216], 2
12, 3, [3], [12], [33.033737], 1
3, 14, [14], [3], [33.06566], 1
2, 11, [11], [2], [33.05714], 1
5, 11, [11  4  6  8 16], [7 5 7 5 5], [-22.800478   11.894697    4.7236066  20.987883   33.1427   ], 5
12, 1, [1], [12], [33.039917], 1

2, 11, [11], [2], [33.057198], 1
10, 16, [16  6], [10 10], [32.99739  33.123177], 2
3, 10, [10], [3], [33.079025], 1
11, 9, [9], [11], [33.05742], 1
12, 3, [3], [12], [33.033722], 1
8, 16, [16], [8], [33.13521], 1
7, 8, [ 8  6  9 10 13  8], [7 0 5 7 0 7], [ 8.657423  -7.391857  -5.8720913  3.4649143  3.9528255 33.092896 ], 6
2, 14, [14], [2], [33.066666], 1
1, 11, [11], [1], [33.101078], 1
7, 9, [ 9 16], [6 7], [-10.074892  33.127907], 2
2, 4, [ 4 12], [6 2], [-10.109886  33.05482 ], 2
9, 10, [10 14], [9 9], [32.929817 33.066174], 2
6, 15, [15  7], [6 6], [32.920864 33.07228 ], 2
12, 5, [5], [12], [33.032825], 1
3, 4, [ 4  9  5 11], [2 5 0 3], [-28.037598    3.1746774  11.87981    33.079136 ], 4
0, 5, [5 7], [7 0], [-10.117825  33.082684], 2
5, 11, [11  8], [6 5], [-10.048771  33.115852], 2
5, 4, [4 6], [6 5], [-10.067163  33.12552 ], 2
8, 11, [11], [8], [33.06343], 1
12, 8, [8], [12], [33.093872], 1
6, 11, [11], [6], [33.07811], 1
12, 13, [13], [12], [33.095955], 1
8, 5, [ 5  1 16  9], [4 4 8 8], [-23.357357  11.01978   24.972214  33.050217], 4
0, 2, [2], [0], [33.108433], 1
2, 7, [7], [2], [33.077454], 1
1, 7, [7], [1], [33.078766], 1
12, 15, [15], [12], [33.090508], 1
5, 16, [16 11 15], [9 5 5], [-12.526737  28.906834  33.06468 ], 3
4, 15, [15  7], [8 4], [-10.061298  33.082626], 2
10, 12, [12], [10], [33.077034], 1
2, 1, [ 1 16], [2 2], [32.92029  33.145214], 2
11, 3, [3], [11], [33.03112], 1

4, 16, [16], [4], [33.164482], 1
9, 5, [ 5 10 11], [11  9  9], [-12.613617  28.923431  33.055527], 3
3, 2, [2], [3], [33.05828], 1
3, 14, [14], [3], [33.065628], 1
12, 7, [7], [12], [33.069836], 1
12, 2, [2], [12], [33.06079], 1
6, 6, [ 6 16], [6 6], [33.010742 33.13877 ], 2
9, 11, [11], [9], [33.05543], 1
1, 1, [1], [1], [33.033005], 1
1, 1, [1], [1], [33.033005], 1
5, 14, [14], [5], [33.06347], 1
9, 3, [ 3  5 16], [11 11  9], [-20.424194   15.9066725  33.12375  ], 3
11, 15, [15], [11], [33.098476], 1
9, 3, [3], [9], [33.032394], 1
9, 12, [12], [9], [33.057693], 1
4, 7, [7], [4], [33.082584], 1
5, 2, [2 6], [5 5], [32.933533 33.125443], 2
12, 4, [4], [12], [33.05935], 1
0, 15, [15 10 13], [6 5 0], [-20.355669   15.9416485  33.097916 ], 3
12, 11, [11], [12], [33.0617], 1
3, 9, [9 8], [3 3], [32.93206  33.139835], 2
0, 1, [ 1 14  2], [6 0 0], [-12.606266  28.932117  33.114403], 3
9, 11, [11], [9], [33.055466], 1
0, 5, [ 5 13], [7 0], [-10.108713  33.097927], 2
10, 13, [13], [10], [33.09729], 1
10, 8, [8], [10], [33.087296], 1
12, 6, [6], [12], [33.12047], 1
2, 5, [5 4 1 8], [7 5 2 2], [-23.367998  10.999064  24.90398   33.118027], 4
4, 3, [3 4 6], [8 8 4], [-20.403788  15.949286  33.14856 ], 3
9, 1, [1], [9], [33.04625], 1
12, 8, [8], [12], [33.093872], 1
12, 7, [7], [12], [33.069836], 1

8, 7, [7], [8], [33.080273], 1
8, 3, [ 3  1 10 13], [4 8 4 8], [-20.242134  16.219398  11.968336  33.108   ], 4
0, 7, [7], [0], [33.08082], 1
8, 16, [16  5  8], [4 4 8], [-20.298874  15.885838  33.091064], 3
3, 2, [2], [3], [33.05803], 1
8, 8, [8 7 2], [4 8 8], [-12.543945  28.916338  33.059216], 3
3, 5, [ 5 11], [7 3], [-10.119938  33.079144], 2
10, 6, [6], [10], [33.121834], 1
0, 6, [6], [0], [33.129707], 1
9, 8, [8], [9], [33.086716], 1
12, 11, [11], [12], [33.0617], 1
12, 4, [4], [12], [33.059338], 1
2, 12, [12], [2], [33.054405], 1
0, 8, [8], [0], [33.10168], 1
10, 9, [9], [10], [33.055714], 1
12, 2, [2], [12], [33.06078], 1
7, 12, [12 13 16], [0 0 7], [-20.367199  15.973461  33.126556], 3
6, 2, [2], [6], [33.09348], 1
11, 10, [10], [11], [33.08985], 1
4, 13, [13], [4], [33.10486], 1
1, 8, [8], [1], [33.116547], 1
1, 5, [5], [1], [33.02552], 1
7, 10, [10 14  7  6 13  7 16], [5 7 0 0 0 0 7], [-31.956978    -3.4046059  -20.777771   -21.42759    -15.929087
  -0.04311752  33.13016   ], 7
4, 2, [2], [4], [33.060204], 1
6, 16, [16], [6], [33.13742], 1
0, 15, [15  9  2], [5 6 0], [-20.377335  15.914884  33.110947], 3
6, 8, [ 8 16], [2 6], [-9.999153 33.13877 ], 2
12, 14, [14], [12], [33.053223], 1
9, 10, [10], [9], [33.090157], 1
3, 5, [5 6], [5 3], [-10.099007  33.118248], 2
1, 14, [14], [1], [33.076813], 1
0, 12, [12 10  4 14], [6 7 5 0], [-28.01515     3.2259862  11.89695    33.067104 ], 4

12, 15, [15], [12], [33.090477], 1
0, 8, [8], [0], [33.101906], 1
5, 12, [12], [5], [33.04724], 1
6, 15, [15  7], [5 6], [-10.084127  33.07349 ], 2
8, 3, [ 3 16], [8 8], [32.907578 33.135216], 2
12, 9, [9], [12], [33.0522], 1
6, 1, [1 7], [7 6], [-10.122034  33.072372], 2
9, 7, [ 7 16], [11  9], [-10.053545  33.12362 ], 2
0, 4, [ 4 11], [6 0], [-10.087095  33.0929  ], 2
1, 4, [4], [1], [33.055046], 1
4, 4, [ 4 10  7], [8 4 4], [-12.565861  28.954975  33.082623], 3
2, 15, [15 12 16], [2 0 2], [22.631916 15.936055 33.1452  ], 3
12, 15, [15], [12], [33.090508], 1
2, 13, [13], [2], [33.11238], 1
6, 4, [ 4 10 14], [6 6 6], [30.416138 28.930754 33.074768], 3
11, 2, [2], [11], [33.061867], 1
7, 15, [15  5  3 10 13  8  9], [5 6 2 6 0 0 7], [-42.5709   -21.074043 -28.510612 -34.226765 -37.185295 -35.47172
 -25.949215], 7
2, 3, [3 8], [2 2], [32.896587 33.118057], 2
6, 5, [5 6], [0 6], [-10.090603  33.12804 ], 2
1, 15, [15], [1], [33.063248], 1
2, 1, [ 1 13], [6 2], [-10.099253  33.112415], 2
4, 12, [12  2], [4 4], [32.88686  33.060467], 2
7, 1, [ 1 10  3 11], [2 6 0 7], [-28.04309    3.205008  11.865538  33.064297], 4
3, 4, [ 4 11], [6 3], [-10.09457   33.079304], 2
11, 1, [1], [11], [33.039555], 1
8, 4, [ 4 15  8 13], [8 8 8 8], [27.499067 24.06453  24.959137 33.10768 ], 4
6, 7, [7], [6], [33.07239], 1
2, 6, [6], [2], [33.132053], 1
6, 15, [15  2], [5 6], [-10.06789   33.094505], 2
2, 14, [14], [2], [33.06668], 1
12, 10, [10], [12], [33.085857], 1
11, 6, [6], [11], [33.116634], 1

0, 10, [10 13], [7 0], [-10.052002  33.098896], 2
1, 2, [2], [1], [33.061085], 1
3, 4, [ 4 13], [6 3], [-10.083345  33.098892], 2
2, 12, [12], [2], [33.05486], 1
3, 15, [15 10], [3 3], [32.913177 33.07905 ], 2
0, 6, [ 6 16  5  4 11], [0 0 7 7 0], [17.47337    7.2412267 -3.2123098  7.9229746 33.092987 ], 5
11, 5, [5], [11], [33.0324], 1
4, 6, [6], [4], [33.144344], 1
0, 9, [ 9 13], [5 0], [-10.094458  33.09769 ], 2
4, 5, [5 4], [8 4], [-10.135767  33.054554], 2
5, 6, [ 6 15  6 16 12  2], [5 5 5 5 6 5], [21.165253  13.397334   7.2086535  3.4696703  3.8793592 33.056496 ], 6
0, 11, [11], [0], [33.09168], 1
7, 11, [11], [7], [33.063995], 1
3, 7, [7], [3], [33.096275], 1
5, 8, [8], [5], [33.113857], 1
12, 9, [9], [12], [33.0522], 1
12, 8, [8], [12], [33.093872], 1
12, 13, [13], [12], [33.095955], 1
6, 13, [13], [6], [33.17095], 1
10, 15, [15], [10], [33.08308], 1
3, 6, [6], [3], [33.118145], 1
5, 1, [ 1  7 10  7  8], [6 5 5 5 5], [-18.155731  19.68391   17.658775  20.958118  33.11579 ], 5
3, 13, [13], [3], [33.098984], 1
1, 13, [13], [1], [33.111874], 1
12, 1, [1], [12], [33.03992], 1
2, 11, [11], [2], [33.057198], 1
11, 5, [5 6], [ 9 11], [-10.098011  33.116585], 2
8, 12, [12  8  6  5], [8 8 4 8], [22.815786 16.274143 11.964685 33.033455], 4
8, 7, [ 7 16  8 14  4  6], [4 4 8 4 8 8], [-30.77461    -1.4273889   4.0306454  -1.7731371  16.939247   33.131496 ], 6
5, 7, [ 7 10  7 16], [5 5 5 5], [27.528618 24.069199 24.972178 33.141796], 4
4, 6, [6], [4], [33.146248], 1
7, 12, [12  4  5 11], [0 6 6 7], [-28.04371     3.1802392  11.870522   33.06366  ], 4

3, 10, [10], [3], [33.0803], 1
2, 12, [12 13], [6 2], [-10.08313  33.1124 ], 2
10, 12, [12], [10], [33.077187], 1
5, 5, [ 5  4 13], [6 6 5], [-20.410105  15.9283    33.11873 ], 3
8, 9, [ 9 14  1 16  8], [8 8 4 4 8], [17.353725   7.174647  -3.1492496  8.024264  33.091064 ], 5
11, 5, [ 5 10], [12 11], [-10.113432  33.089928], 2
11, 1, [1], [11], [33.03951], 1
5, 8, [ 8  7 14], [5 7 5], [22.654022 15.9196   33.063072], 3
6, 16, [16  9 13], [6 0 6], [22.704502 15.951479 33.173553], 3
11, 3, [3], [11], [33.03116], 1
10, 4, [4], [10], [33.069828], 1
1, 14, [14], [1], [33.076817], 1
4, 3, [ 3 11], [8 4], [-10.1218815  33.08596  ], 2
4, 11, [11], [4], [33.086624], 1
0, 11, [11], [0], [33.092213], 1
10, 4, [4], [10], [33.069828], 1
9, 3, [ 3 13], [9 9], [32.889774 33.096313], 2
2, 8, [8], [2], [33.118008], 1
1, 11, [11], [1], [33.101067], 1
5, 10, [10  2], [6 5], [-10.079012  33.058468], 2
8, 16, [16], [8], [33.13515], 1
4, 5, [ 5  1 11], [8 8 4], [-20.435427  15.888656  33.08596 ], 3
4, 10, [10 13], [4 4], [32.96865  33.104843], 2
4, 16, [16], [4], [33.17665], 1
7, 1, [ 1 16], [2 7], [-10.088108  33.12917 ], 2
0, 12, [12 16  5 10  7], [6 0 7 7 0], [-25.599733    7.251269   -3.1955729   7.9508696  33.080845 ], 5
9, 9, [9], [9], [33.063606], 1
8, 15, [15  9  1  2], [8 8 8 8], [27.474148 23.973251 24.873966 33.059128], 4
3, 8, [8], [3], [33.1396], 1
12, 4, [4], [12], [33.05941], 1
12, 3, [3], [12], [33.033672], 1
3, 7, [7], [3], [33.096165], 1

7, 6, [ 6 14], [0 7], [-10.035683  33.058067], 2
12, 7, [7], [12], [33.069836], 1
4, 5, [ 5  4  1 16], [8 8 4 4], [-23.352726  11.026581  24.944086  33.17892 ], 4
12, 16, [16], [12], [33.126564], 1
4, 6, [6], [4], [33.145763], 1
10, 6, [6], [10], [33.121124], 1
11, 6, [6], [11], [33.116623], 1
7, 7, [7 8], [7 7], [32.93586 33.09285], 2
9, 7, [7], [9], [33.072926], 1
4, 5, [5 1 4 8], [8 4 8 4], [-20.252264  16.193872  11.928104  33.107967], 4
0, 12, [12 13], [0 0], [32.908966 33.0996  ], 2
4, 10, [10 15  7], [4 4 4], [30.468147 28.938011 33.082626], 3
1, 3, [3], [1], [33.023304], 1
0, 10, [10 16], [6 0], [-10.0174675  33.163185 ], 2
8, 14, [14  4  6], [4 8 8], [-12.573137  28.939247  33.131496], 3
0, 3, [3 4 9 6], [6 6 5 0], [-28.046062    3.2121818  11.924803   33.12979  ], 4
5, 5, [5 3], [6 5], [-10.150965  33.02359 ], 2
11, 3, [3], [11], [33.031258], 1
5, 13, [13], [5], [33.112778], 1
2, 7, [7], [2], [33.077526], 1
3, 8, [8], [3], [33.13905], 1
12, 1, [1], [12], [33.03992], 1
2, 16, [16], [2], [33.14417], 1
12, 14, [14], [12], [33.053234], 1
3, 4, [4 9 6], [5 5 3], [-20.393394  15.917376  33.11842 ], 3
12, 4, [4], [12], [33.05935], 1
11, 6, [6], [11], [33.116623], 1
12, 6, [6], [12], [33.12047], 1
3, 11, [11], [3], [33.079117], 1
4, 10, [10 15 10  8], [4 4 4 4], [27.54228  24.061848 24.9699   33.10788 ], 4
6, 10, [10 14], [6 6], [32.931698 33.074905], 2
12, 12, [12], [12], [33.061554], 1

12, 16, [16], [12], [33.12658], 1
12, 10, [10], [12], [33.08586], 1
7, 9, [9 8], [6 7], [-10.095688  33.093277], 2
12, 2, [2], [12], [33.060783], 1
9, 9, [9], [9], [33.063553], 1
12, 16, [16], [12], [33.12654], 1
7, 15, [15 11], [5 7], [-10.08955   33.064297], 2
11, 2, [2], [11], [33.06183], 1
11, 10, [10], [11], [33.089752], 1
3, 15, [15], [3], [33.064003], 1
0, 16, [16  3 10  8], [0 7 7 0], [15.074803   3.1983886 11.951702  33.10182  ], 4
8, 6, [6], [8], [33.13354], 1
3, 4, [ 4 10], [6 3], [-10.0951    33.078983], 2
8, 8, [ 8 16], [8 8], [32.97647  33.135227], 2
12, 2, [2], [12], [33.06074], 1
0, 5, [5 8], [0 0], [32.8936  33.10182], 2
12, 15, [15], [12], [33.090508], 1
9, 7, [7], [9], [33.072815], 1
12, 12, [12], [12], [33.061554], 1
8, 14, [14], [8], [33.064865], 1
7, 7, [ 7 14  7 16], [0 7 0 7], [-20.179502   16.236187   11.9568815  33.13016  ], 4
1, 13, [13], [1], [33.11187], 1
8, 10, [10 15 12 10 15 14 13], [4 8 4 4 8 8 8], [-29.242977    1.0891476 -13.340754   -8.985934    4.8508844  12.928806
  33.108    ], 7
5, 2, [2], [5], [33.057384], 1
0, 8, [8], [0], [33.101562], 1
7, 9, [ 9  8 15 13 10  9 15], [6 7 5 0 0 7 7], [-33.72814    -6.2939615 -25.645447  -29.54121   -29.396935  -22.484608
 -25.892395 ], 7
9, 16, [16], [9], [33.12395], 1
9, 3, [3 9], [11  9], [-10.130411  33.063656], 2
4, 7, [7], [4], [33.082603], 1
11, 8, [8], [11], [33.08631], 1
4, 12, [12 14], [4 4], [32.888527 33.06244 ], 2
1, 3, [3], [1], [33.023304], 1

12, 6, [6], [12], [33.12047], 1
4, 9, [9 8], [8 4], [-10.088642  33.103985], 2
10, 14, [14], [10], [33.065342], 1
9, 7, [7], [9], [33.07288], 1
3, 6, [6], [3], [33.118217], 1
12, 13, [13], [12], [33.09595], 1
11, 16, [16], [11], [33.12255], 1
3, 6, [6], [3], [33.118282], 1
7, 1, [ 1 16], [2 7], [-10.089327  33.12816 ], 2
10, 15, [15], [10], [33.082207], 1
2, 13, [13], [2], [33.112377], 1
7, 4, [ 4  8 11], [6 0 7], [-20.381027  15.935076  33.06211 ], 3
11, 5, [5], [11], [33.032356], 1
3, 15, [15 13], [3 3], [32.92741 33.09906], 2
2, 10, [10  5 16], [5 2 2], [-12.563869  28.917423  33.145214], 3
6, 6, [6], [6], [33.127846], 1
8, 14, [14 16], [8 8], [32.946922 33.138195], 2
1, 5, [5], [1], [33.025528], 1
0, 6, [6], [0], [33.129932], 1
3, 13, [13], [3], [33.099083], 1
4, 5, [ 5 14], [8 4], [-10.130695  33.062256], 2
4, 14, [14], [4], [33.062447], 1
12, 4, [4], [12], [33.059338], 1
9, 2, [2], [9], [33.060814], 1
3, 11, [11], [3], [33.07908], 1
12, 6, [6], [12], [33.12047], 1
6, 9, [ 9 14], [6 6], [32.892952 33.074905], 2
3, 13, [13], [3], [33.098896], 1
3, 12, [12 11], [3 3], [32.896843 33.079132], 2
11, 13, [13], [11], [33.096336], 1
6, 1, [ 1 12  2], [5 6 6], [-12.622831  28.906183  33.094505], 3
3, 14, [14], [3], [33.065628], 1

8, 12, [12  4  8], [8 8 8], [30.400562 28.91554  33.090782], 3
4, 9, [ 9 11], [8 4], [-10.098978  33.08594 ], 2
3, 3, [ 3 14], [2 3], [-10.135487  33.06565 ], 2
3, 3, [ 3 16  5 12  2], [3 2 3 2 3], [14.22961    2.0038512  9.75862    7.8833284 33.05798  ], 5
1, 2, [2], [1], [33.06109], 1
12, 5, [5], [12], [33.032825], 1
5, 14, [14 13  7 10], [5 0 7 5], [15.018426   3.2574055 11.932833  33.08513  ], 4
4, 11, [11], [4], [33.088608], 1
1, 7, [7], [1], [33.078766], 1
4, 3, [ 3 13], [8 4], [-10.110523  33.10485 ], 2
7, 10, [10  2 16], [6 5 7], [-20.353895  15.934571  33.127724], 3
8, 1, [ 1 12  2], [8 4 8], [22.570179 15.886303 33.05916 ], 3
9, 14, [14 12], [9 9], [32.900536 33.058132], 2
0, 16, [16  5  2], [3 0 0], [-12.481026  28.908714  33.125942], 3
10, 3, [3], [10], [33.02894], 1
12, 1, [1], [12], [33.039913], 1
9, 4, [4], [9], [33.073475], 1
2, 5, [ 5  4 15  7], [2 5 2 2], [19.63377  11.005794 24.91517  33.077503], 4
11, 12, [12], [11], [33.051334], 1
8, 5, [ 5  7 16  2], [8 8 4 8], [22.801533 16.283665 12.004581 33.05921 ], 4
1, 6, [6], [1], [33.09224], 1
5, 12, [12 15  7 15  8], [6 5 5 5 5], [-18.151985  19.6642    17.654255  20.942684  33.11579 ], 5
12, 4, [4], [12], [33.059338], 1
1, 7, [7], [1], [33.078766], 1
9, 15, [15  6], [9 9], [32.951103 33.109825], 2
12, 7, [7], [12], [33.069836], 1
7, 1, [1 7 6 8], [2 0 0 7], [-28.004465    3.2707355  11.987135   33.092896 ], 4
10, 8, [8], [10], [33.08598], 1
12, 8, [8], [12], [33.093872], 1
9, 14, [14], [9], [33.06641], 1
12, 13, [13], [12], [33.09596], 1
4, 14, [14], [4], [33.062424], 1

3, 8, [8], [3], [33.13996], 1
7, 12, [12  5  8], [7 7 7], [30.3825   28.888533 33.093277], 3
12, 1, [1], [12], [33.03992], 1
0, 9, [ 9 14], [6 0], [-10.1118965  33.06648  ], 2
12, 11, [11], [12], [33.0617], 1
12, 4, [4], [12], [33.059338], 1
4, 1, [1 5 8], [4 8 4], [22.574726 15.896193 33.107967], 3
12, 1, [1], [12], [33.039917], 1
9, 16, [16], [9], [33.123924], 1
1, 2, [2], [1], [33.06109], 1
11, 4, [4], [11], [33.077637], 1
0, 2, [2], [0], [33.110138], 1
11, 13, [13], [11], [33.096535], 1
2, 1, [1 6], [2 2], [32.912605 33.13215 ], 2
0, 3, [ 3  4 12  8], [6 6 7 0], [-28.049952    3.2048633  11.911108   33.10164  ], 4
8, 5, [ 5 11  8], [4 8 8], [-12.614155  28.92441   33.091064], 3
9, 9, [9], [9], [33.06343], 1
4, 7, [7], [4], [33.08261], 1
12, 10, [10], [12], [33.08586], 1
