1	0	0	0.0
1	0	1	0.0041310420347659025
1	0	2	0.03433925376476082
1	0	3	0.038720167608011655
1	0	4	0.05492468100389184
1	0	5	0.054547850026210654
1	0	6	0.0691845834723605
1	0	7	0.06809823471937786
1	0	8	0.034811956484435136
1	0	9	0.03388811982909996
1	0	10	0.05972102491656536
1	0	11	0.05187506157689451
1	1	1	0.0
1	1	2	0.03493428841892872
1	1	3	0.034859814927030025
1	1	4	0.05200118084116588
1	1	5	0.050501210432483075
1	1	6	0.0704003573744095
1	1	7	0.06892513067828639
1	1	8	0.03144437859060906
1	1	9	0.034116678770225124
1	1	10	0.052248901929937135
1	1	11	0.053157239645872524
1	2	2	0.0
1	2	3	0.01174727031704808
1	2	4	0.024213216712572223
1	2	5	0.023965939951166446
1	2	6	0.04437990174758373
1	2	7	0.03965674854214727
1	2	8	0.006665046045239094
1	2	9	0.00440384182909729
1	2	10	0.033410500148032554
1	2	11	0.050200448076367296
1	3	3	0.0
1	3	4	0.025447424017531577
1	3	5	0.02495539688324142
1	3	6	0.04190152488248108
1	3	7	0.03941521456504739
1	3	8	0.007490478789097526
1	3	9	0.014495591199142331
1	3	10	0.03949101207248908
1	3	11	0.04776057523926093
1	4	4	0.0
1	4	5	0.004498247835524833
1	4	6	0.03208828270933534
1	4	7	0.02685155703013859
1	4	8	0.027223307916048926
1	4	9	0.025573117393378197
1	4	10	0.044614973819499346
1	4	11	0.06086854477338388
1	5	5	0.0
1	5	6	0.032591083479777204
1	5	7	0.02672745249227167
1	5	8	0.026482091404937416
1	5	9	0.02553113609251846
1	5	10	0.044703231000502885
1	5	11	0.06053068534386323
1	6	6	0.0
1	6	7	0.009309041120490712
1	6	8	0.045623531620603966
1	6	9	0.044933340915299
1	6	10	0.060698098051345045
1	6	11	0.07281444540920919
1	7	7	0.0
1	7	8	0.04121197351796646
1	7	9	0.040635913030361445
1	7	10	0.05630032540426881
1	7	11	0.07074139383929064
1	8	8	0.0
1	8	9	0.009174191997299718
1	8	10	0.03530366925834481
1	8	11	0.04848393599474872
1	9	9	0.0
1	9	10	0.03204831395130878
1	9	11	0.04974562468217974
1	10	10	0.0
1	10	11	0.03859296684113315
1	11	11	0.0
2	0	0	0.0
2	0	1	0.010687752913827207
2	0	2	0.033723399695111934
2	0	3	0.03452079907999976
2	0	4	0.04152479234962987
2	0	5	0.042209745665210505
2	0	6	0.09664331556212585
2	0	7	0.08991590716164029
2	0	8	0.03249858376525876
2	0	9	0.03521514499096396
2	0	10	0.04289156636227329
2	0	11	0.038021200758360775
2	1	1	0.0
2	1	2	0.03811539622450874
2	1	3	0.039377505891783474
2	1	4	0.050303458696036335
2	1	5	0.05108958861228382
2	1	6	0.1234196617593382
2	1	7	0.11719235174192179
2	1	8	0.040348182698933206
2	1	9	0.03966136469205399
2	1	10	0.0463756380737862
2	1	11	0.044444330420774
2	2	2	0.0
2	2	3	0.0061466334215420975
2	2	4	0.01404098993473815
2	2	5	0.011394791258466744
2	2	6	0.025838281322636564
2	2	7	0.02598355875260939
2	2	8	0.0134197202491365
2	2	9	0.012572004333102309
2	2	10	0.019625368420696048
2	2	11	0.02265356093291994
2	3	3	0.0
2	3	4	0.015845239474144113
2	3	5	0.013287621880871058
2	3	6	0.02635976153627712
2	3	7	0.026553258686471466
2	3	8	0.011594531212539219
2	3	9	0.010626695995932642
2	3	10	0.016595491276442862
2	3	11	0.02067762788103112
2	4	4	0.0
2	4	5	0.005711960771978853
2	4	6	0.027274945068928816
2	4	7	0.0263849508895681
2	4	8	0.019722760174027725
2	4	9	0.019416605732872537
2	4	10	0.026059121803041953
2	4	11	0.020559522972132992
2	5	5	0.0
2	5	6	0.025700801332302313
2	5	7	0.025404743030046986
2	5	8	0.018765975851862102
2	5	9	0.018490713138215036
2	5	10	0.025649806709532222
2	5	11	0.022786143391606766
2	6	6	0.0
2	6	7	0.021515425743946815
2	6	8	0.024146279654268545
2	6	9	0.024456892759736257
2	6	10	0.03400057411792303
2	6	11	0.026893585834399523
2	7	7	0.0
2	7	8	0.028473172692072248
2	7	9	0.02771057541933707
2	7	10	0.027853360205103955
2	7	11	0.030353731241562678
2	8	8	0.0
2	8	9	0.003645433416930202
2	8	10	0.016949849349023532
2	8	11	0.011887244438041554
2	9	9	0.0
2	9	10	0.016168202695507287
2	9	11	0.012476055948240007
2	10	10	0.0
2	10	11	0.01534058423257471
2	11	11	0.0
3	0	0	0.0
3	0	1	0.1636587756582884
3	0	2	0.1412084801713862
3	0	3	0.17598881048527154
3	0	4	0.17949512595338607
3	0	5	0.1821996136483821
3	0	6	0.20757398435081645
3	0	7	0.09447013319085737
