alo_label, env_input, actions, alo_predicted, reward_actions, steps_search
----------------------train at epoch 1-----------------------------
5, 4, [4 7], [5 5], [32.9131   33.098648], 2
7, 13, [13  3 12 11], [7 2 2 7], [14.990793   3.1586354 11.8888235 33.062824 ], 4
1, 13, [13], [1], [33.11193], 1
5, 1, [1], [5], [33.03286], 1

5, 16, [16], [5], [33.141895], 1
2, 14, [14], [2], [33.066666], 1
1, 16, [16], [1], [33.174694], 1
1, 7, [7], [1], [33.07874], 1
10, 12, [12], [10], [33.07698], 1
0, 13, [13], [0], [33.098793], 1
7, 6, [6 8], [7 7], [32.986057 33.093613], 2
9, 6, [6], [9], [33.108692], 1
5, 14, [14], [5], [33.062057], 1
7, 13, [13  8], [7 7], [32.95464  33.092194], 2
11, 14, [14], [11], [33.053543], 1
5, 11, [11], [5], [33.078224], 1
6, 4, [ 4 13], [6 6], [32.956467 33.168346], 2
10, 13, [13], [10], [33.09736], 1
0, 1, [ 1  2  5  1  2 15 11], [2 0 2 2 0 6 0], [-30.336395    -0.61777496 -16.20398    -13.727234    -2.936265
  -0.06813049  33.089954  ], 7
8, 3, [3], [8], [33.027817], 1
11, 11, [11], [11], [33.065285], 1
11, 5, [5], [11], [33.03243], 1
6, 9, [9 7], [6 6], [32.89107 33.0726 ], 2
3, 7, [7], [3], [33.09635], 1
2, 15, [15 14], [5 2], [-10.089251  33.066574], 2
8, 9, [9], [8], [33.050957], 1
2, 9, [ 9  5 11], [6 2 2], [-12.634314  28.86355   33.057114], 3
3, 4, [ 4 12  8], [2 3 3], [-12.585991  28.932062  33.140793], 3
2, 7, [7], [2], [33.077587], 1
11, 5, [5], [11], [33.032417], 1
6, 10, [10], [6], [33.084377], 1
5, 12, [12 16], [3 5], [-10.067514  33.14288 ], 2
7, 14, [14  9 13  7  2  1 15], [7 6 7 7 5 2 5], [  7.322836  -9.56352   -9.351814 -24.082218 -41.9373   -43.322266
 -38.9281  ], 7
11, 1, [1], [11], [33.0392], 1
9, 11, [11], [9], [33.05592], 1
4, 2, [2], [4], [33.060417], 1

3, 9, [9 8], [6 3], [-10.068243  33.140385], 2
6, 5, [ 5 11], [7 6], [-10.123781  33.07388 ], 2
9, 11, [11], [9], [33.05576], 1
7, 9, [ 9 13 14  7], [6 7 5 7], [-20.208412  16.239946  11.906754  33.07637 ], 4
6, 13, [13], [6], [33.165672], 1
2, 6, [6], [2], [33.132317], 1
0, 9, [ 9 11], [6 0], [-10.098776  33.0895  ], 2
8, 1, [1 2], [4 8], [-10.128683  33.059032], 2
2, 4, [ 4 10 13], [5 2 2], [-12.573557  28.951334  33.112423], 3
4, 1, [1 6], [8 4], [-10.074604  33.14688 ], 2
4, 11, [11], [4], [33.088478], 1
0, 5, [ 5 15 16], [2 6 0], [-20.385647  15.970808  33.155724], 3
0, 13, [13], [0], [33.098328], 1
12, 5, [5], [12], [33.03275], 1
8, 14, [14], [8], [33.065536], 1
8, 5, [ 5 16  7], [4 8 8], [-12.574736  28.990189  33.080177], 3
6, 4, [ 4 13], [6 6], [32.95705  33.169754], 2
10, 14, [14], [10], [33.065277], 1
5, 7, [ 7 12 13], [5 2 5], [22.643665 15.920158 33.114296], 3
4, 2, [2], [4], [33.06053], 1
0, 15, [15  2  6], [6 0 0], [-12.540199  28.979534  33.129868], 3
12, 10, [10], [12], [33.08589], 1
8, 14, [14], [8], [33.06555], 1
9, 9, [9], [9], [33.063107], 1
8, 7, [7], [8], [33.079906], 1
5, 5, [5], [5], [33.027397], 1
1, 8, [8], [1], [33.116463], 1
9, 12, [12], [9], [33.057903], 1
11, 12, [12], [11], [33.05081], 1
0, 10, [10 13], [6 0], [-10.056702  33.0979  ], 2
1, 14, [14], [1], [33.07684], 1
9, 7, [7], [9], [33.07343], 1

4, 15, [15  4 10  8], [8 8 8 4], [-27.95003    3.246844  11.965604  33.1065  ], 4
0, 16, [16], [0], [33.157192], 1
2, 5, [ 5 11], [5 2], [-10.133982  33.05712 ], 2
8, 3, [ 3 16  9], [4 8 8], [-12.587355  28.977097  33.05105 ], 3
8, 10, [10 13], [1 8], [-10.028856  33.108955], 2
0, 1, [ 1 16], [2 0], [-10.071564  33.156975], 2
3, 2, [2], [3], [33.058155], 1
3, 4, [ 4 11], [5 3], [-10.096701  33.07905 ], 2
3, 8, [8], [3], [33.140297], 1
9, 2, [2], [9], [33.06063], 1
11, 6, [6], [11], [33.11676], 1
12, 4, [4], [12], [33.05981], 1
2, 1, [ 1 13], [6 2], [-10.099401  33.112434], 2
0, 2, [ 2 11], [0 0], [32.95849 33.09075], 2
4, 1, [ 1 13], [4 4], [32.89875  33.104954], 2
10, 4, [4], [10], [33.071735], 1
1, 15, [15], [1], [33.063843], 1
12, 14, [14], [12], [33.053078], 1
2, 16, [16], [2], [33.14512], 1
9, 16, [16], [9], [33.124138], 1
2, 2, [2], [2], [33.0627], 1
7, 7, [7 6 7], [7 7 7], [30.462696 28.975779 33.07631 ], 3
4, 6, [6], [4], [33.146767], 1
0, 14, [14], [0], [33.06613], 1
11, 4, [4], [11], [33.07863], 1
1, 3, [3], [1], [33.023327], 1
9, 10, [10], [9], [33.089905], 1
10, 1, [1], [10], [33.03911], 1
5, 1, [ 1 11], [5 5], [32.87823  33.075947], 2
0, 13, [13], [0], [33.099457], 1
10, 12, [12], [10], [33.076935], 1
3, 10, [10], [3], [33.07834], 1

1, 13, [13], [1], [33.11193], 1
11, 7, [7], [11], [33.072693], 1
0, 7, [7], [0], [33.080276], 1
3, 2, [2], [3], [33.05816], 1
8, 16, [16], [8], [33.139507], 1
11, 15, [15], [11], [33.10407], 1
8, 16, [16  6], [8 8], [33.0202  33.13019], 2
3, 14, [14], [3], [33.065605], 1
12, 11, [11], [12], [33.06169], 1
6, 5, [5 7], [0 6], [-10.124327  33.0726  ], 2
7, 14, [14  6], [5 7], [-10.0595455  33.131863 ], 2
12, 10, [10], [12], [33.08589], 1
8, 9, [9], [8], [33.051086], 1
3, 9, [9 2], [6 3], [-10.117558  33.05815 ], 2
10, 8, [8], [10], [33.086353], 1
7, 2, [2 8], [7 7], [32.91305  33.093613], 2
7, 5, [ 5  4 13  3 13], [2 2 7 2 7], [-28.79703     1.9521224   9.826612    7.8831835  33.096703 ], 5
1, 11, [11], [1], [33.100975], 1
10, 7, [7], [10], [33.073914], 1
12, 7, [7], [12], [33.069874], 1
4, 1, [ 1 16], [4 4], [32.942192 33.176853], 2
8, 14, [14], [8], [33.066013], 1
8, 6, [6], [8], [33.132553], 1
2, 4, [ 4 16], [5 2], [-10.057446  33.14524 ], 2
6, 14, [14], [6], [33.0735], 1
3, 16, [16], [3], [33.17968], 1
8, 1, [1 6], [3 8], [-10.087893  33.128952], 2
9, 14, [14], [9], [33.066505], 1
9, 15, [15], [9], [33.076027], 1
1, 1, [1], [1], [33.03305], 1
3, 6, [6], [3], [33.11836], 1
6, 16, [16], [6], [33.139084], 1

4, 8, [8], [4], [33.106438], 1
2, 4, [4 6], [6 2], [-10.065754  33.13217 ], 2
1, 13, [13], [1], [33.11193], 1
11, 9, [9], [11], [33.056892], 1
2, 10, [10 12 16], [2 3 2], [22.646038 15.935177 33.145203], 3
0, 3, [3 7], [2 0], [-10.125593  33.080063], 2
0, 15, [15  7], [0 0], [32.93243  33.080288], 2
3, 11, [11], [3], [33.07904], 1
10, 8, [8], [10], [33.085518], 1
3, 15, [15], [3], [33.063835], 1
9, 8, [8], [9], [33.087257], 1
0, 12, [12 10  7], [2 2 0], [-20.389496  15.933969  33.080288], 3
9, 2, [2], [9], [33.060593], 1
5, 9, [9], [5], [33.04684], 1
8, 3, [3 8], [8 8], [32.879436 33.087704], 2
8, 13, [13], [8], [33.108723], 1
2, 8, [8], [2], [33.118263], 1
10, 10, [10], [10], [33.08151], 1
9, 12, [12], [9], [33.057796], 1
11, 16, [16], [11], [33.122635], 1
7, 11, [11], [7], [33.062164], 1
4, 16, [16], [4], [33.1756], 1
7, 4, [ 4 16], [2 7], [-10.068127  33.126198], 2
10, 14, [14], [10], [33.065292], 1
10, 7, [7], [10], [33.07394], 1
10, 11, [11], [10], [33.0561], 1
5, 1, [ 1 11], [2 5], [-10.117846  33.079765], 2
4, 3, [3 9 6], [4 8 4], [22.589216 15.938206 33.14714 ], 3
5, 15, [15  3], [6 5], [-10.120327  33.022984], 2
12, 10, [10], [12], [33.08589], 1
10, 16, [16], [10], [33.122437], 1
4, 9, [9 8], [8 4], [-10.085154  33.10676 ], 2

12, 8, [8], [12], [33.09402], 1
11, 16, [16], [11], [33.12246], 1
1, 16, [16], [1], [33.173958], 1
1, 15, [15], [1], [33.063923], 1
11, 15, [15], [11], [33.10351], 1
6, 16, [16], [6], [33.13998], 1
1, 5, [5], [1], [33.02557], 1
10, 13, [13], [10], [33.097336], 1
8, 12, [12 13], [8 8], [32.918022 33.10866 ], 2
6, 8, [8], [6], [33.118484], 1
5, 12, [12], [5], [33.04389], 1
2, 15, [15 16], [6 2], [-10.0450115  33.14512  ], 2
11, 15, [15], [11], [33.104057], 1
10, 6, [6], [10], [33.123386], 1
6, 6, [6], [6], [33.128086], 1
9, 10, [10], [9], [33.0898], 1
1, 14, [14], [1], [33.076668], 1
0, 16, [16], [0], [33.15696], 1
1, 2, [2], [1], [33.061073], 1
6, 7, [7], [6], [33.072678], 1
3, 13, [13], [3], [33.098907], 1
5, 1, [1 5 8], [2 5 5], [-12.624651  28.90175   33.116413], 3
11, 6, [6], [11], [33.1167], 1
1, 12, [12], [1], [33.043186], 1
5, 9, [9 7 2 7 2 4], [6 5 5 5 5 5], [-20.25283   16.16603   11.790767  11.224506  16.888227  33.053608], 6
3, 8, [8], [3], [33.140198], 1
7, 15, [15  7  6 10  7], [5 7 7 5 7], [-20.922382   15.011006    9.88997     7.9334707  33.07575  ], 5
10, 4, [4], [10], [33.069958], 1
1, 4, [4], [1], [33.055218], 1
8, 15, [15  8], [8 8], [32.94762  33.086464], 2
6, 9, [ 9 15  2], [6 5 6], [22.599342 15.919542 33.09    ], 3
10, 2, [2], [10], [33.060867], 1

6, 14, [14], [6], [33.075035], 1
11, 3, [3], [11], [33.031143], 1
10, 15, [15], [10], [33.084705], 1
11, 11, [11], [11], [33.065098], 1
9, 4, [4], [9], [33.07095], 1
11, 11, [11], [11], [33.065216], 1
1, 4, [4], [1], [33.05529], 1
3, 6, [6], [3], [33.118355], 1
0, 2, [ 2 13], [0 0], [32.964973 33.098442], 2
5, 12, [12], [5], [33.04404], 1
6, 2, [2], [6], [33.088966], 1
4, 1, [1 6], [8 4], [-10.074581  33.14714 ], 2
1, 2, [2], [1], [33.061073], 1
4, 10, [10  7], [8 4], [-10.050055  33.082726], 2
12, 10, [10], [12], [33.08589], 1
11, 8, [8], [11], [33.086266], 1
11, 8, [8], [11], [33.086273], 1
2, 14, [14 11], [2 2], [32.900467 33.05706 ], 2
2, 1, [ 1 12  5 11], [2 2 6 2], [22.7356   16.168858 11.864451 33.057144], 4
10, 3, [3], [10], [33.02885], 1
8, 10, [10 11], [8 8], [32.93769  33.060608], 2
3, 14, [14], [3], [33.065617], 1
9, 2, [2], [9], [33.060646], 1
11, 2, [2], [11], [33.061768], 1
1, 11, [11], [1], [33.100906], 1
11, 8, [8], [11], [33.086273], 1
8, 5, [5 6], [8 8], [32.91083  33.131275], 2
11, 4, [4], [11], [33.078575], 1
4, 8, [8], [4], [33.106705], 1
7, 14, [14 15  7  9 15  7 16], [7 5 5 2 5 5 7], [  3.2052135  -16.425833   -20.828938   -21.524166   -15.952178
  -0.03951263  33.12487   ], 7
4, 6, [6], [4], [33.14863], 1
2, 7, [7], [2], [33.077538], 1

6, 7, [7], [6], [33.072662], 1
11, 14, [14], [11], [33.05345], 1
5, 2, [2], [5], [33.056038], 1
6, 2, [2], [6], [33.08978], 1
3, 7, [7], [3], [33.09635], 1
1, 2, [2], [1], [33.061073], 1
7, 6, [ 6 15 16], [7 5 7], [22.700352 15.947568 33.12639 ], 3
5, 12, [12], [5], [33.04449], 1
9, 9, [9], [9], [33.062317], 1
7, 4, [ 4 14 10  4 14 13], [6 5 2 2 5 7], [-37.22931   -12.141266  -13.671005   -9.592579    3.9201384  33.098    ], 6
6, 5, [ 5 14], [2 6], [-10.123072  33.074825], 2
6, 6, [6], [6], [33.12805], 1
4, 10, [10 15  6], [8 8 4], [-20.296478  16.002302  33.14909 ], 3
2, 16, [16], [2], [33.145077], 1
9, 10, [10], [9], [33.089916], 1
12, 6, [6], [12], [33.120396], 1
10, 14, [14], [10], [33.0653], 1
6, 13, [13], [6], [33.1701], 1
12, 7, [7], [12], [33.069874], 1
1, 12, [12], [1], [33.04319], 1
9, 7, [7], [9], [33.073578], 1
0, 16, [16], [0], [33.15797], 1
8, 13, [13], [8], [33.10875], 1
11, 8, [8], [11], [33.086277], 1
12, 4, [4], [12], [33.05978], 1
0, 5, [ 5  2 13], [2 0 0], [-12.589569  28.964281  33.09815 ], 3
7, 1, [ 1  4  3 11], [2 6 2 7], [-28.061705    3.1733327  11.86268    33.06308  ], 4
7, 13, [13  9 13  6  8], [7 6 7 7 7], [17.094505   6.6616454 17.690128  20.987686  33.094414 ], 5
9, 3, [3], [9], [33.032253], 1
3, 9, [ 9 13], [3 3], [32.906887 33.098904], 2
11, 5, [5], [11], [33.032356], 1
9, 16, [16], [9], [33.124233], 1

5, 14, [14], [5], [33.06337], 1
12, 5, [5], [12], [33.03275], 1
10, 16, [16 11], [ 7 10], [-10.042643  33.055767], 2
1, 16, [16], [1], [33.174816], 1
3, 12, [12 13], [2 3], [-10.09141   33.098907], 2
2, 8, [8], [2], [33.11802], 1
6, 11, [11 15  3 13], [6 6 2 6], [22.803947 16.222008 11.926744 33.170826], 4
9, 3, [3], [9], [33.03199], 1
6, 11, [11], [6], [33.07419], 1
6, 4, [ 4 16], [6 6], [32.93868  33.138954], 2
7, 8, [8], [7], [33.09256], 1
0, 3, [3 7 8], [7 0 0], [-12.60816   28.942322  33.101223], 3
3, 7, [7], [3], [33.09633], 1
5, 4, [4 6], [5 5], [32.93099  33.125145], 2
3, 6, [6], [3], [33.11841], 1
9, 12, [12], [9], [33.057003], 1
12, 15, [15], [12], [33.091248], 1
6, 14, [14], [6], [33.07469], 1
3, 7, [7], [3], [33.096344], 1
7, 5, [ 5 14  7], [0 5 7], [-20.42277   15.909168  33.078083], 3
11, 12, [12], [11], [33.050694], 1
8, 7, [7], [8], [33.080193], 1
0, 14, [14], [0], [33.066093], 1
9, 5, [5], [9], [33.031765], 1
3, 16, [16], [3], [33.17906], 1
11, 12, [12], [11], [33.050694], 1
4, 6, [6], [4], [33.146004], 1
12, 13, [13  8], [12 12], [32.95866 33.09381], 2
6, 13, [13], [6], [33.169853], 1
7, 12, [12  3 13  7  9  7  8], [2 2 7 5 2 5 7], [-35.14696     -8.660388    -7.8086987  -21.507183   -15.987908
  -0.05841446  33.09337   ], 7
2, 6, [6], [2], [33.13199], 1
1, 12, [12], [1], [33.043182], 1

0, 10, [10 13], [0 0], [32.944443 33.09817 ], 2
2, 5, [ 5 16], [2 2], [32.91864  33.145203], 2
10, 2, [2], [10], [33.060867], 1
9, 5, [5], [9], [33.031807], 1
7, 14, [14  8], [7 7], [32.91594  33.093903], 2
5, 5, [5], [5], [33.02736], 1
4, 1, [ 1 12  6], [8 8 4], [-20.398455  15.93988   33.145187], 3
4, 16, [16], [4], [33.17651], 1
6, 12, [12 16], [2 6], [-10.066725  33.138954], 2
9, 13, [13], [9], [33.096874], 1
7, 4, [4 6 3 7], [7 7 7 7], [27.493923 24.053204 24.872017 33.07631 ], 4
7, 2, [ 2 13], [7 7], [32.91416  33.095547], 2
3, 16, [16], [3], [33.179718], 1
2, 13, [13], [2], [33.11246], 1
1, 9, [9], [1], [33.045994], 1
11, 15, [15], [11], [33.103584], 1
7, 7, [ 7 15 13 16], [7 5 0 7], [15.031517   3.2551427 11.971302  33.12551  ], 4
12, 8, [8], [12], [33.094017], 1
6, 15, [15  4 11], [6 6 6], [30.4043   28.897545 33.07372 ], 3
4, 4, [ 4 13], [8 4], [-10.070435  33.104954], 2
7, 8, [8], [7], [33.094315], 1
6, 9, [9 8], [6 6], [32.918633 33.11853 ], 2
3, 13, [13], [3], [33.09896], 1
12, 5, [5], [12], [33.032753], 1
0, 1, [ 1  4 10 14], [6 6 0 0], [-23.359858  11.01048   24.925358  33.06637 ], 4
0, 8, [8], [0], [33.10141], 1
7, 11, [11  7], [7 7], [32.90962  33.075962], 2
10, 7, [7], [10], [33.073925], 1
9, 15, [15 13], [9 9], [32.930077 33.09697 ], 2
3, 4, [4], [3], [33.061447], 1
12, 7, [7], [12], [33.069874], 1
7, 16, [16], [7], [33.125885], 1

3, 1, [1], [3], [33.035046], 1
4, 8, [8], [4], [33.10687], 1
9, 3, [3], [9], [33.0321], 1
8, 5, [ 5 12  8], [8 8 8], [30.375546 28.905792 33.087425], 3
4, 11, [11], [4], [33.088455], 1
3, 1, [1], [3], [33.035057], 1
0, 9, [ 9 13], [6 0], [-10.093395  33.098488], 2
4, 15, [15  9 16], [8 8 4], [-20.318844   15.9569025  33.176853 ], 3
10, 2, [2], [10], [33.060867], 1
4, 6, [6], [4], [33.148376], 1
10, 14, [14], [10], [33.065296], 1
8, 8, [8], [8], [33.08807], 1
11, 9, [9], [11], [33.057003], 1
12, 1, [1], [12], [33.03998], 1
3, 12, [12  3  5], [3 2 3], [22.551891 15.840134 33.026413], 3
3, 12, [12], [3], [33.043423], 1
9, 7, [7], [9], [33.073593], 1
8, 11, [11], [8], [33.061596], 1
11, 4, [4], [11], [33.079037], 1
2, 12, [12  1 15 13], [2 6 5 2], [14.967379   3.1961777 11.93832   33.112526 ], 4
11, 11, [11], [11], [33.06526], 1
11, 5, [5], [11], [33.03236], 1
1, 16, [16], [1], [33.174675], 1
0, 9, [ 9 13], [6 0], [-10.093483  33.098328], 2
4, 9, [ 9  4 16], [8 8 4], [-20.365078   15.9734535  33.1781   ], 3
1, 10, [10], [1], [33.1112], 1
5, 11, [11], [5], [33.07597], 1
2, 12, [12 11], [5 2], [-10.115559  33.057144], 2
0, 11, [11], [0], [33.090454], 1
3, 15, [15], [3], [33.062927], 1
5, 14, [14], [5], [33.06322], 1
4, 5, [5 6], [4 4], [32.918488 33.14714 ], 2

9, 4, [4], [9], [33.07103], 1
11, 11, [11], [11], [33.065285], 1
8, 5, [ 5 15], [4 8], [-10.104654  33.107292], 2
3, 14, [14], [3], [33.0656], 1
1, 2, [2], [1], [33.061073], 1
8, 6, [6], [8], [33.133656], 1
3, 16, [16], [3], [33.179703], 1
2, 4, [ 4 16], [5 2], [-10.058245  33.145115], 2
5, 14, [14], [5], [33.063396], 1
9, 12, [12], [9], [33.057896], 1
12, 14, [14], [12], [33.053078], 1
0, 7, [7], [0], [33.08005], 1
0, 1, [1 6], [2 0], [-10.088022  33.12986 ], 2
12, 10, [10], [12], [33.08589], 1
6, 16, [16], [6], [33.13908], 1
10, 11, [11], [10], [33.05609], 1
12, 10, [10], [12], [33.08589], 1
0, 1, [1 6 8], [2 0 0], [-12.573086  28.987686  33.101467], 3
10, 5, [5], [10], [33.031536], 1
6, 4, [ 4 15], [6 6], [32.895203 33.06718 ], 2
11, 10, [10], [11], [33.089916], 1
10, 13, [13], [10], [33.097366], 1
0, 3, [ 3 13], [7 0], [-10.114265  33.098328], 2
7, 7, [7 2 6], [5 7 7], [-12.552341  28.936825  33.132816], 3
7, 13, [13 16], [0 7], [-10.028698  33.12551 ], 2
4, 1, [1 7], [8 4], [-10.113142  33.082718], 2
0, 8, [8], [0], [33.10012], 1
10, 9, [9], [10], [33.055393], 1
12, 6, [6], [12], [33.1204], 1
2, 6, [6], [2], [33.13232], 1
3, 8, [8], [3], [33.14029], 1
5, 4, [ 4  1 16], [6 5 5], [-12.593462  28.918785  33.142853], 3

0, 9, [ 9  6  5 11], [6 0 2 0], [-20.198555  16.256832  11.885086  33.09369 ], 4
4, 2, [2], [4], [33.06056], 1
12, 6, [6], [12], [33.1204], 1
12, 13, [13  1], [12 12], [32.92632 33.04001], 2
11, 7, [7], [11], [33.07275], 1
5, 10, [10 16], [5 5], [32.969986 33.14287 ], 2
1, 12, [12], [1], [33.043186], 1
9, 1, [1], [9], [33.04626], 1
12, 1, [1], [12], [33.03998], 1
9, 7, [7], [9], [33.07352], 1
12, 6, [6], [12], [33.1204], 1
7, 2, [2 4 8], [7 6 7], [22.62683  15.911972 33.09462 ], 3
6, 13, [13], [6], [33.169643], 1
9, 3, [3], [9], [33.032288], 1
1, 9, [9], [1], [33.04597], 1
4, 8, [8], [4], [33.10687], 1
3, 3, [3 2], [2 3], [-10.140501  33.05813 ], 2
0, 3, [ 3 16], [2 0], [-10.080273  33.15689 ], 2
5, 2, [2], [5], [33.055138], 1
0, 11, [11], [0], [33.08946], 1
4, 5, [ 5 15  8], [8 8 4], [-20.39093   15.962092  33.10762 ], 3
7, 5, [5 8], [7 7], [32.888786 33.09413 ], 2
12, 11, [11], [12], [33.06169], 1
7, 13, [13  6 15  7], [7 7 5 7], [22.865067 16.280607 11.917867 33.07575 ], 4
12, 15, [15], [12], [33.091248], 1
11, 7, [7], [11], [33.072693], 1
7, 6, [ 6 13], [7 7], [32.986954 33.094936], 2
9, 15, [15], [9], [33.076447], 1
10, 9, [9], [10], [33.055405], 1
11, 7, [7], [11], [33.072716], 1
8, 8, [8], [8], [33.08813], 1
4, 9, [9 6], [8 4], [-10.061153  33.14688 ], 2

9, 13, [13], [9], [33.096817], 1
11, 13, [13], [11], [33.09635], 1
9, 5, [5], [9], [33.031803], 1
6, 15, [15  8], [5 6], [-10.06324   33.118694], 2
9, 2, [2], [9], [33.06063], 1
2, 8, [8], [2], [33.118233], 1
2, 14, [14], [2], [33.066708], 1
0, 16, [16], [0], [33.155563], 1
1, 5, [5], [1], [33.025566], 1
10, 5, [5], [10], [33.031567], 1
12, 4, [4], [12], [33.059814], 1
0, 4, [4 8], [6 0], [-10.084784  33.10013 ], 2
10, 5, [5], [10], [33.03155], 1
5, 5, [ 5 16], [2 5], [-10.083771  33.142162], 2
8, 1, [1], [8], [33.040684], 1
3, 12, [12], [3], [33.043446], 1
1, 12, [12], [1], [33.043186], 1
7, 4, [ 4 13 16], [6 7 7], [-12.561785  28.970818  33.125343], 3
4, 16, [16], [4], [33.177647], 1
0, 12, [12 10 13], [2 0 0], [-12.583506  28.94444   33.09817 ], 3
8, 3, [ 3 14], [4 8], [-10.134645  33.065506], 2
4, 12, [12  9  2], [8 8 4], [-20.415287  15.886244  33.060535], 3
9, 1, [1], [9], [33.046146], 1
1, 11, [11], [1], [33.10096], 1
1, 11, [11], [1], [33.100803], 1
12, 9, [9], [12], [33.053566], 1
3, 10, [10], [3], [33.07858], 1
5, 4, [ 4  7 16], [2 5 5], [-12.560051  28.97374   33.14287 ], 3
8, 4, [4], [8], [33.06766], 1
5, 10, [10], [5], [33.08237], 1
5, 12, [12], [5], [33.044315], 1
2, 2, [2], [2], [33.062767], 1

10, 8, [8], [10], [33.08545], 1
0, 16, [16 13], [0 0], [33.007496 33.098324], 2
8, 13, [13], [8], [33.10868], 1
7, 15, [15  3  9 13], [5 2 6 7], [-28.028633    3.1688914  11.906904   33.09943  ], 4
12, 13, [13], [12], [33.095963], 1
7, 4, [ 4 11], [6 7], [-10.107183  33.06272 ], 2
4, 13, [13], [4], [33.10474], 1
4, 12, [12 11], [8 4], [-10.093256  33.089638], 2
8, 4, [4], [8], [33.06734], 1
6, 14, [14], [6], [33.07502], 1
12, 3, [3], [12], [33.033833], 1
12, 16, [16], [12], [33.130642], 1
7, 12, [12 14 12 16], [6 5 6 7], [-28.019346   3.218615  11.927162  33.124626], 4
11, 1, [1], [11], [33.039207], 1
9, 7, [7], [9], [33.073627], 1
6, 11, [11], [6], [33.073833], 1
8, 6, [6], [8], [33.13003], 1
5, 7, [ 7 16], [5 5], [32.973656 33.14287 ], 2
1, 7, [7], [1], [33.07874], 1
1, 7, [7], [1], [33.07874], 1
5, 2, [ 2 16], [5 5], [32.94166 33.14287], 2
6, 4, [ 4  1 13], [2 6 6], [-12.586824  28.929047  33.160423], 3
5, 6, [6], [5], [33.125458], 1
10, 14, [14], [10], [33.065296], 1
10, 7, [7], [10], [33.073914], 1
8, 9, [9], [8], [33.05089], 1
9, 3, [3], [9], [33.032314], 1
5, 7, [7 2], [5 5], [32.924423 33.055466], 2
7, 10, [10  6], [6 7], [-10.036839  33.131706], 2
3, 6, [6], [3], [33.118362], 1
5, 2, [2 6], [5 5], [32.930954 33.12496 ], 2
0, 6, [ 6  4  5  4 14 13], [0 6 2 6 0 0], [ 7.508343  -9.369871  -9.041884  -1.7904081 16.923885  33.09865  ], 6

1, 15, [15], [1], [33.063686], 1
6, 9, [ 9 13], [6 6], [32.947018 33.165787], 2
11, 11, [11], [11], [33.065216], 1
7, 5, [ 5 13  2  4  8], [3 7 5 2 7], [-25.661203   7.180467  -3.198092   7.910099  33.091267], 5
5, 4, [4 2], [5 5], [32.887177 33.05526 ], 2
0, 10, [10  6], [6 0], [-10.037975  33.13011 ], 2
12, 9, [9], [12], [33.05356], 1
4, 15, [15  7], [8 4], [-10.052912  33.08261 ], 2
1, 15, [15], [1], [33.06376], 1
9, 8, [8], [9], [33.087284], 1
1, 3, [3], [1], [33.02332], 1
5, 13, [13], [5], [33.11527], 1
9, 2, [2], [9], [33.060635], 1
5, 3, [3 1 8], [5 2 5], [22.565737 15.902725 33.11422 ], 3
11, 3, [3], [11], [33.031124], 1
11, 10, [10], [11], [33.089928], 1
12, 4, [4], [12], [33.059814], 1
10, 14, [14], [10], [33.065296], 1
7, 15, [15 13  8], [6 7 7], [-12.557003  28.954544  33.095043], 3
12, 15, [15], [12], [33.091248], 1
2, 16, [16], [2], [33.14514], 1
4, 10, [10 11], [8 4], [-10.046091  33.08722 ], 2
5, 5, [ 5 10  8], [5 2 5], [22.602858 15.953266 33.11426 ], 3
1, 6, [6], [1], [33.091766], 1
2, 9, [ 9  3 11], [6 2 2], [-12.636648  28.859722  33.057278], 3
8, 14, [14], [8], [33.064987], 1
6, 10, [10  3  2], [6 2 6], [22.610106 15.877537 33.08701 ], 3
1, 16, [16], [1], [33.174786], 1
0, 10, [10 13], [6 0], [-10.057028  33.09879 ], 2
3, 3, [3], [3], [33.02317], 1
0, 6, [6], [0], [33.129852], 1
1, 6, [6], [1], [33.091778], 1

4, 4, [ 4 14], [8 4], [-10.095598  33.06202 ], 2
4, 3, [ 3 15 12  8], [4 8 4 4], [19.651836 11.042583 24.913116 33.106937], 4
0, 4, [ 4  9  2 10 16  8], [6 6 0 6 0 0], [-30.847315   -1.5046871   4.079714   -1.7094622  17.009377   33.10108  ], 6
4, 3, [ 3 16], [4 4], [32.932228 33.176853], 2
4, 7, [7], [4], [33.082623], 1
6, 8, [8], [6], [33.117676], 1
9, 2, [2], [9], [33.06064], 1
9, 16, [16], [9], [33.12429], 1
7, 13, [13 14 15  8], [7 5 5 7], [15.025328   3.2157235 11.924654  33.09344  ], 4
9, 6, [6], [9], [33.108685], 1
5, 14, [14], [5], [33.062996], 1
2, 9, [ 9 15 14], [6 6 2], [-20.407715  15.907952  33.066723], 3
12, 8, [8], [12], [33.094017], 1
4, 11, [11], [4], [33.08552], 1
0, 9, [ 9 13], [6 0], [-10.093517  33.098328], 2
6, 7, [7], [6], [33.072617], 1
2, 11, [11], [2], [33.057102], 1
5, 7, [ 7  5 10], [5 2 5], [22.61761  15.879296 33.082287], 3
2, 11, [11], [2], [33.05715], 1
10, 15, [15], [10], [33.081665], 1
10, 16, [16], [10], [33.125504], 1
9, 11, [11], [9], [33.055683], 1
5, 10, [10], [5], [33.082523], 1
