alo_label, env_input, actions, alo_predicted, reward_actions, steps_search
----------------------train at epoch 1-----------------------------
5, 8, [8], [5], [33.150543], 1
9, 5, [ 5 11], [9 9], [32.897064 33.104347], 2
4, 16, [16 15 14], [8 4 4], [-12.481085  28.948666  33.14881 ], 3
3, 1, [1 8], [6 3], [-10.034672  33.186584], 2
14, 7, [ 7 13  6 11 13  2], [12 12 12 12 12 14], [-36.937374  -11.836049  -13.387082   -9.387217    4.1624136  33.27702  ], 6
14, 14, [14  4  7  6 13], [12 12 12 12 14], [-33.271336   -5.7134647  -2.939744    8.147287   33.18859  ], 5
1, 4, [4], [1], [33.04227], 1
12, 13, [13], [12], [33.199623], 1
2, 9, [ 9 10 13], [5 6 2], [-20.36584   15.968253  33.150345], 3
8, 16, [16 13], [8 8], [33.0424   33.165207], 2
0, 16, [16 13], [0 0], [33.034966 33.15303 ], 2
2, 10, [10  3  8], [6 6 2], [-20.361176  15.935949  33.14965 ], 3
8, 8, [8], [8], [33.151707], 1
5, 9, [ 9 14], [5 5], [32.940964 33.1494  ], 2
11, 11, [11  8], [10 11], [-9.970936 33.165024], 2
7, 11, [11 16  8], [6 7 7], [-12.439274  29.062233  33.194614], 3
12, 7, [7], [12], [33.154163], 1
13, 12, [12], [13], [33.042465], 1
9, 12, [12], [9], [33.04888], 1
13, 15, [15], [13], [33.05118], 1
9, 9, [9], [9], [33.04551], 1
13, 4, [4], [13], [33.04564], 1
14, 13, [13], [14], [33.190804], 1
2, 6, [6], [2], [33.143166], 1
10, 6, [6], [10], [33.188484], 1
9, 15, [15], [9], [33.050594], 1

1, 4, [4], [1], [33.04227], 1
4, 12, [12 11 13], [4 4 4], [30.462471 29.027985 33.154137], 3
8, 8, [ 8 10  2], [8 8 8], [30.536654 28.97583  33.138504], 3
6, 6, [6], [6], [33.143387], 1
3, 2, [ 2 11], [3 3], [33.00666  33.107094], 2
14, 10, [10  6  3], [12 12 14], [-20.250086  16.091463  33.09555 ], 3
0, 12, [12  7], [0 0], [32.930023 33.143692], 2
9, 2, [2], [9], [33.124573], 1
9, 4, [4 2], [11  9], [-10.088224  33.124344], 2
3, 5, [ 5 14], [3 3], [32.93685  33.156113], 2
0, 15, [15  8  6], [6 0 0], [-12.5031185  29.03799    33.14396  ], 3
2, 13, [13], [2], [33.150703], 1
6, 15, [15 14  7], [6 6 6], [30.49236  29.030376 33.145126], 3
5, 7, [7], [5], [33.14574], 1
4, 1, [ 1 14], [8 4], [-10.067703  33.149433], 2
14, 6, [ 6 13  1 14  8  2], [12 12 14 12 12 14], [-32.241035   -4.1152506  -0.5185156  -9.336067    4.1689596  33.2947   ], 6
10, 12, [12], [10], [33.04111], 1
14, 11, [11  2], [12 14], [-9.913776 33.284492], 2
7, 15, [15 16], [5 7], [-10.028967  33.162277], 2
2, 11, [11], [2], [33.108448], 1
2, 13, [13], [2], [33.150955], 1
1, 8, [8], [1], [33.149773], 1
6, 1, [ 1 11], [6 6], [32.93039  33.123734], 2
3, 11, [11], [3], [33.107212], 1
10, 16, [16 11], [ 0 10], [-9.98214 33.1257 ], 2
12, 5, [5 8], [12 12], [32.967205 33.21576 ], 2
11, 13, [13], [11], [33.162437], 1
5, 10, [10 15], [6 5], [-10.078474  33.073093], 2
14, 6, [ 6 11  6  2], [12 12 12 14], [-27.70342    3.437411  12.203104  33.281616], 4
13, 16, [16], [13], [33.124046], 1
14, 7, [ 7  6 15 16  6  2], [12 12 12 12 12 14], [-36.964066 -11.881904 -13.532965  -9.343576   4.207431  33.28259 ], 6
0, 13, [13], [0], [33.15348], 1

11, 9, [9], [11], [33.046776], 1
5, 15, [15 16  9  7], [9 9 5 5], [-23.288996  11.090956  24.943192  33.145245], 4
9, 16, [16], [9], [33.13221], 1
10, 9, [9], [10], [33.04411], 1
7, 1, [ 1 11  8], [6 7 7], [-12.515554  29.053728  33.195614], 3
9, 14, [14], [9], [33.10222], 1
2, 12, [12  8], [6 2], [-10.066534  33.150005], 2
11, 8, [8], [11], [33.164967], 1
12, 1, [ 1 16], [12 12], [32.916504 33.12632 ], 2
3, 9, [ 9 14], [5 3], [-10.0524845  33.156967 ], 2
9, 8, [8 7], [9 9], [33.09565 33.17407], 2
0, 9, [9 7], [5 0], [-10.061089  33.143684], 2
3, 10, [10 14], [6 3], [-10.028366  33.156113], 2
10, 11, [11  8], [ 6 10], [-9.995674 33.13453 ], 2
0, 10, [10  7], [6 0], [-10.036804  33.143757], 2
14, 15, [15 13], [12 14], [-10.019371  33.19075 ], 2
11, 13, [13 11], [10 11], [-9.923906 33.135887], 2
14, 8, [ 8  7  8 13], [12 12 12 14], [-27.739408    3.4339645  12.114567   33.19059  ], 4
10, 16, [16  2], [ 0 10], [-9.982197 33.12068 ], 2
8, 10, [10  3  7], [4 8 8], [-12.555611  28.932493  33.15689 ], 3
6, 15, [15  2 10  8], [6 6 6 6], [27.541481 24.118366 24.95415  33.127174], 4
12, 15, [15  2], [13 12], [-10.075848  33.12294 ], 2
12, 2, [2], [12], [33.145824], 1
14, 10, [10  2], [12 14], [-9.938869 33.27663 ], 2
7, 3, [ 3 15  7 13  6], [6 2 5 7 7], [-30.59085    -1.0617025   4.7718406  21.042858   33.13457  ], 5
0, 10, [10 14], [6 0], [-10.029753  33.15516 ], 2
1, 9, [9], [1], [33.07479], 1
7, 8, [8 7], [5 7], [-9.95484  33.147392], 2
3, 4, [4 8], [5 3], [-10.044991  33.18637 ], 2
6, 13, [13], [6], [33.15804], 1
13, 13, [13], [13], [33.189293], 1
8, 12, [12 11], [4 8], [-10.050875  33.173862], 2

5, 9, [9 8], [5 5], [32.94493 33.1509 ], 2
6, 11, [11], [6], [33.12416], 1
11, 14, [14], [11], [33.07254], 1
4, 10, [10  1  6 12  8], [4 8 4 4 4], [17.080427  6.659219 17.694304 20.935217 33.15069 ], 5
0, 4, [4 6], [7 0], [-10.070276  33.1444  ], 2
3, 1, [ 1 11], [6 3], [-10.081371  33.10723 ], 2
1, 13, [13], [1], [33.15329], 1
12, 2, [2], [12], [33.140575], 1
2, 12, [12], [2], [33.044777], 1
10, 8, [8], [10], [33.13457], 1
9, 14, [14], [9], [33.095955], 1
5, 5, [ 5 14], [6 5], [-10.064014  33.156143], 2
10, 6, [6 4], [10 10], [33.030727 33.04953 ], 2
6, 14, [14  3  8], [6 6 6], [30.49664  28.922232 33.1268  ], 3
4, 11, [11  8], [4 4], [33.02719 33.15081], 2
5, 1, [1 8], [9 5], [-10.066317  33.150093], 2
9, 8, [8], [9], [33.217323], 1
5, 15, [15 13  6 11 14 16], [6 5 5 7 5 5], [-22.933846  11.654728   4.166276  -1.655755  17.02275   33.10604 ], 6
0, 13, [13], [0], [33.153885], 1
6, 14, [14  8], [6 6], [33.01934 33.12748], 2
10, 1, [1], [10], [33.039284], 1
7, 5, [ 5  8 13], [6 5 7], [-20.323631  16.056839  33.166855], 3
14, 3, [ 3 14 16], [12 12 14], [-20.337624  16.031033  33.13748 ], 3
13, 5, [5], [13], [33.04083], 1
4, 8, [8], [4], [33.150837], 1
6, 13, [13], [6], [33.15191], 1
1, 11, [11], [1], [33.107628], 1
11, 13, [13], [11], [33.164574], 1
14, 1, [ 1 16  7  1], [ 5 12 12 14], [-27.941624    3.3451512  12.021976   33.094585 ], 4
10, 3, [3], [10], [33.03361], 1
4, 7, [7], [4], [33.146297], 1
3, 6, [6], [3], [33.146942], 1

6, 9, [ 9 11], [5 6], [-10.073141  33.123764], 2
14, 16, [16], [14], [33.13693], 1
5, 13, [13 10 15 13  8], [5 5 6 5 5], [20.293495  11.897553   4.7007685 21.045752  33.151314 ], 5
1, 3, [3], [1], [33.043976], 1
2, 10, [10], [2], [33.08034], 1
6, 12, [12 13], [6 6], [32.934525 33.15191 ], 2
3, 7, [7], [3], [33.143326], 1
8, 9, [9 8 7], [8 8 8], [30.4785   29.044916 33.155922], 3
4, 2, [2], [4], [33.146145], 1
6, 4, [4 8], [7 6], [-10.08106  33.12691], 2
2, 4, [ 4 12], [5 2], [-10.130297  33.044857], 2
14, 2, [2], [14], [33.2771], 1
13, 8, [8], [13], [33.182487], 1
1, 5, [5], [1], [33.043907], 1
13, 3, [3], [13], [33.035305], 1
13, 5, [5], [13], [33.040833], 1
6, 2, [ 2 13], [6 6], [33.035995 33.151703], 2
3, 6, [6], [3], [33.147114], 1
0, 6, [6], [0], [33.14462], 1
12, 6, [6], [12], [33.23841], 1
5, 2, [ 2 15  7], [5 6 5], [22.707706 15.958715 33.14559 ], 3
0, 7, [7], [0], [33.143654], 1
1, 15, [15], [1], [33.064384], 1
6, 5, [5 8], [6 6], [32.918533 33.127075], 2
1, 6, [6], [1], [33.14517], 1
0, 10, [10 14  6], [6 0 0], [-12.499111  29.03951   33.144184], 3
3, 9, [ 9 11], [5 3], [-10.082806  33.107063], 2
13, 8, [8], [13], [33.18255], 1
10, 11, [11], [10], [33.125877], 1
13, 5, [5], [13], [33.040833], 1
8, 15, [15 14], [4 8], [-10.0402565  33.167477 ], 2
7, 15, [15  8 13], [2 7 7], [-12.470608  29.09005   33.168884], 3

----------------------train at epoch 2-----------------------------
6, 12, [12 13], [0 6], [-10.065216  33.151703], 2
11, 5, [5], [11], [33.035637], 1
10, 7, [7], [10], [33.128113], 1
8, 8, [ 8 13], [8 8], [33.050507 33.165245], 2
1, 7, [7], [1], [33.14321], 1
5, 1, [ 1 11  7], [6 5 5], [-12.547516  28.999968  33.14522 ], 3
7, 4, [ 4 16 11 13], [5 7 7 7], [-15.457156  24.165783  25.030579  33.16874 ], 4
14, 3, [3 2], [ 7 14], [-9.976101 33.277756], 2
13, 7, [7], [13], [33.155807], 1
3, 2, [ 2 14], [3 3], [33.036575 33.156887], 2
6, 8, [8], [6], [33.126884], 1
9, 3, [3], [9], [33.03468], 1
13, 6, [6], [13], [33.226097], 1
11, 14, [14], [11], [33.07254], 1
9, 9, [9], [9], [33.04503], 1
5, 11, [11], [5], [33.110172], 1
8, 4, [4 8], [4 8], [-10.065914  33.151863], 2
12, 5, [5 6], [12 12], [32.990444 33.25488 ], 2
7, 12, [12 15  8], [6 5 7], [-20.361313  15.991744  33.1959  ], 3
1, 7, [7], [1], [33.14319], 1
12, 10, [10], [12], [33.08012], 1
14, 1, [ 1 16], [12 14], [-10.072041  33.13736 ], 2
3, 15, [15  8], [6 3], [-10.009701  33.186726], 2
11, 11, [11  2], [10 11], [-9.995804 33.123577], 2
9, 2, [2], [9], [33.125984], 1
0, 4, [ 4  8 11], [7 0 0], [-12.547604  29.015732  33.10798 ], 3
9, 10, [10], [9], [33.089005], 1
11, 10, [10], [11], [33.127354], 1
4, 8, [8], [4], [33.150837], 1
4, 13, [13], [4], [33.15406], 1
6, 4, [ 4 14 16], [5 6 6], [-12.55262   29.007067  33.106903], 3
14, 4, [ 4  5 16 13], [12  7 12 14], [-27.986834    3.2723753  12.0408     33.18859  ], 4

7, 1, [1 7], [6 7], [-10.060226  33.147205], 2
7, 15, [15 12  8], [2 2 7], [-20.353527   15.9610815  33.197304 ], 3
0, 7, [7], [0], [33.143787], 1
13, 13, [13], [13], [33.189278], 1
14, 3, [ 3 13], [ 7 14], [-10.035036  33.186768], 2
4, 14, [14], [4], [33.148415], 1
13, 1, [1], [13], [33.037823], 1
10, 8, [ 8 13], [ 1 10], [-9.938019 33.19676 ], 2
11, 10, [10], [11], [33.12813], 1
3, 5, [5 6], [5 3], [-10.069647  33.146603], 2
10, 12, [12], [10], [33.037712], 1
14, 6, [ 6 13  8 12  5], [12 12 12 12 14], [-33.130005   -5.625421   -3.0360355   7.9259586  33.09299  ], 5
13, 4, [4], [13], [33.04564], 1
4, 3, [ 3 11 13], [8 4 4], [-12.54351   29.030529  33.156376], 3
1, 12, [12], [1], [33.043808], 1
2, 6, [6], [2], [33.146126], 1
1, 11, [11], [1], [33.10769], 1
6, 16, [16], [6], [33.10727], 1
12, 14, [14  1  6], [12 12 12], [30.51575  28.983196 33.24044 ], 3
12, 4, [ 4  9  5 12], [12 12 12 12], [27.431046 23.970875 24.865908 33.043644], 4
8, 7, [7], [8], [33.15679], 1
3, 9, [ 9  5 13], [7 3 3], [-12.586319  28.935715  33.15348 ], 3
6, 2, [ 2 15 11], [6 5 6], [22.713171 15.946335 33.123856], 3
7, 6, [6], [7], [33.135853], 1
1, 14, [14], [1], [33.156677], 1
9, 6, [6], [9], [33.231033], 1
12, 2, [2], [12], [33.138912], 1
1, 15, [15], [1], [33.064392], 1
1, 13, [13], [1], [33.15343], 1
13, 8, [8], [13], [33.18245], 1
1, 5, [5], [1], [33.043907], 1
14, 16, [16 11  2], [12 12 14], [-20.221642  16.08452   33.281616], 3

10, 8, [8], [10], [33.135155], 1
2, 6, [6], [2], [33.14501], 1
1, 7, [7], [1], [33.14319], 1
1, 16, [16], [1], [33.12525], 1
2, 8, [8], [2], [33.149956], 1
9, 12, [12], [9], [33.048935], 1
11, 12, [12], [11], [33.038765], 1
1, 6, [6], [1], [33.145172], 1
3, 8, [8], [3], [33.185642], 1
13, 1, [1], [13], [33.037823], 1
8, 15, [15 16 14], [4 8 8], [-12.513174  29.046041  33.16574 ], 3
11, 7, [7], [11], [33.13053], 1
6, 12, [12  7], [6 6], [32.930614 33.145126], 2
3, 15, [15  8], [3 3], [32.98481  33.185966], 2
7, 15, [15  2 15 14  2 15  8], [2 7 2 5 7 2 7], [-3.0235929e+01 -5.1662254e-01 -1.6063692e+01 -1.3564983e+01
 -2.8810821e+00 -4.4593811e-03  3.3200401e+01], 7
8, 13, [13], [8], [33.164707], 1
11, 13, [13], [11], [33.162437], 1
14, 9, [ 9 14 13  7 11 10 13], [ 5 12 14 12 12 12 14], [-37.753727 -13.016169 -15.27404  -34.10881  -37.130875 -35.41067
 -25.808754], 7
11, 12, [12], [11], [33.037365], 1
12, 5, [ 5 16], [12 12], [32.91335 33.126  ], 2
10, 13, [13], [10], [33.196415], 1
10, 1, [1], [10], [33.03702], 1
1, 9, [9], [1], [33.07481], 1
13, 8, [8], [13], [33.18254], 1
13, 8, [8], [13], [33.18213], 1
2, 16, [16], [2], [33.112083], 1
12, 8, [8], [12], [33.21088], 1
13, 15, [15], [13], [33.051186], 1
4, 5, [ 5 15], [4 4], [32.87857  33.062473], 2
13, 15, [15], [13], [33.051186], 1
2, 14, [14  5], [13  2], [-10.013422  33.042282], 2
5, 4, [4 7], [5 5], [32.930325 33.145588], 2

7, 3, [ 3 10  9 15  1  7  8], [6 5 5 5 6 5 7], [-39.804512   -16.418142   -20.826244   -21.46579    -15.908173
   0.06534576  33.199608  ], 7
10, 8, [8], [10], [33.13498], 1
5, 15, [15  5], [9 5], [-10.121141  33.043777], 2
5, 15, [15  8], [6 5], [-10.0392475  33.149986 ], 2
4, 9, [ 9 13], [8 4], [-10.055788  33.154408], 2
4, 1, [ 1 14  8], [8 4 4], [-12.532427  29.041779  33.150787], 3
8, 6, [6], [8], [33.11383], 1
5, 13, [13], [5], [33.155373], 1
6, 2, [ 2 11], [6 6], [33.019222 33.12375 ], 2
14, 5, [ 5  7 16 14  6 13  6], [ 7 12 14 12 12 12 12], [-38.343163 -14.00077  -16.94171  -36.79075  -41.588745 -43.056652
 -38.754753], 7
1, 4, [4], [1], [33.04227], 1
9, 14, [14], [9], [33.093796], 1
9, 11, [11], [9], [33.104385], 1
1, 13, [13], [1], [33.153206], 1
1, 13, [13], [1], [33.15329], 1
12, 12, [12], [12], [33.044144], 1
6, 11, [11], [6], [33.123985], 1
8, 8, [ 8  9 16  6], [8 4 8 8], [19.790941 11.06631  25.022665 33.11221 ], 4
9, 2, [2], [9], [33.124542], 1
14, 6, [ 6  1 14 15 12 14 16], [12 12 12 12 14 12 14], [-3.7906776e+01 -1.3582272e+01 -1.6050150e+01 -1.3664009e+01
 -2.8832726e+00  3.0694962e-02  3.3137398e+01], 7
7, 15, [15  6  1  7], [5 5 6 7], [-27.93403     3.3205073  11.942011   33.147522 ], 4
12, 15, [15  7], [13 12], [-10.061855  33.14625 ], 2
3, 4, [ 4 10], [7 3], [-10.112671  33.074455], 2
13, 7, [7], [13], [33.155807], 1
13, 10, [10], [13], [33.070473], 1
5, 2, [ 2 11], [5 5], [32.997566 33.108482], 2
3, 15, [15 14], [6 3], [-10.02857   33.156887], 2
0, 15, [15  6  5 14  8  3 13], [0 0 6 3 0 6 0], [ 12.767848    -0.5180998  -16.105232   -13.580578    -2.8881593
  -0.06204987  33.15179   ], 7
4, 1, [ 1 14], [4 4], [32.93293 33.14881], 2
11, 13, [13], [11], [33.161156], 1
12, 6, [6], [12], [33.242752], 1
0, 14, [14], [0], [33.155037], 1

4, 7, [7], [4], [33.14684], 1
1, 5, [5], [1], [33.043907], 1
13, 1, [1], [13], [33.037823], 1
4, 3, [3 8], [8 4], [-10.071526  33.15069 ], 2
1, 11, [11], [1], [33.107628], 1
8, 10, [10 16 11], [4 8 8], [-12.482807  29.053833  33.178726], 3
5, 15, [15 12 11  2], [9 6 6 5], [-27.99568     3.2464807  12.004766   33.14644  ], 4
4, 11, [11  8], [4 4], [33.02235  33.150787], 2
3, 11, [11], [3], [33.106934], 1
10, 16, [16  4], [ 0 10], [-10.024746  33.049767], 2
0, 6, [6], [0], [33.14462], 1
4, 2, [2], [4], [33.146267], 1
3, 14, [14], [3], [33.15711], 1
8, 13, [13], [8], [33.16552], 1
8, 4, [ 4 16 14], [4 8 8], [-12.529409  29.046041  33.16574 ], 3
2, 13, [13], [2], [33.15064], 1
14, 5, [ 5 10  2], [12 14 14], [-12.505877  29.08767   33.282013], 3
4, 8, [ 8 14], [4 4], [33.04004 33.14853], 2
2, 6, [6], [2], [33.14549], 1
11, 14, [14], [11], [33.070206], 1
9, 3, [ 3 16], [9 9], [32.91376  33.132114], 2
7, 4, [ 4 14  3  4 10  7 14], [7 7 6 7 5 5 7], [ 11.098122   -3.2412558 -20.69515   -21.236076  -37.13116   -35.348335
 -25.823189 ], 7
3, 6, [6], [3], [33.146957], 1
14, 1, [ 1 10  7 13 14 12 13], [14 12 12 12 12 12 12], [ -0.05624104 -21.876854   -29.953342   -36.862663   -41.76477
 -43.212116   -38.8038    ], 7
11, 6, [6], [11], [33.145847], 1
10, 6, [6], [10], [33.18902], 1
12, 7, [7], [12], [33.15133], 1
2, 9, [9 8], [5 2], [-10.055733  33.149704], 2
1, 8, [8], [1], [33.149773], 1
4, 9, [ 9 10  2], [4 4 4], [30.436306 28.971537 33.14627 ], 3
8, 7, [7], [8], [33.157207], 1
5, 10, [10  1 10 14], [2 5 2 5], [-20.181065  16.231045  11.964151  33.139736], 4

4, 2, [2], [4], [33.146416], 1
14, 8, [ 8  6  1  6 16], [12 12 12 12 14], [-33.163506  -5.603714  -3.077166   8.125025  33.137398], 5
4, 10, [10  8], [4 4], [32.974243 33.150787], 2
11, 3, [3], [11], [33.03383], 1
11, 9, [9], [11], [33.046707], 1
9, 13, [13], [9], [33.15582], 1
3, 7, [7], [3], [33.143356], 1
5, 7, [7], [5], [33.14569], 1
3, 12, [12 15  1  8], [0 3 6 3], [-20.205112  16.252296  11.967638  33.186592], 4
14, 8, [ 8  6  1 14  6  8 11], [12 12 14 12 12 12 12], [-38.196434 -13.980954 -17.015114 -36.8304   -41.654922 -43.13839
 -38.884216], 7
0, 15, [15 14], [3 0], [-10.025997  33.15463 ], 2
10, 13, [13], [10], [33.19642], 1
4, 11, [11  8 14 15 13], [4 4 4 4 4], [25.001114 19.783691 17.72142  20.950974 33.153484], 5
11, 3, [3 6], [11 11], [32.92174  33.146828], 2
10, 14, [14], [10], [33.076096], 1
11, 8, [8], [11], [33.161526], 1
6, 9, [ 9 14 15  7], [7 6 5 6], [-20.15821    16.316837   11.9572315  33.145134 ], 4
10, 6, [6], [10], [33.18164], 1
13, 9, [9], [13], [33.04563], 1
10, 14, [14], [10], [33.076283], 1
4, 6, [ 6 16 10  6 14 12 14], [4 8 8 4 4 8 4], [  5.086503 -13.401062 -15.917372 -13.349421 -24.127602 -35.465584
 -25.848251], 7
0, 16, [16  8], [7 0], [-9.957449 33.152065], 2
1, 12, [12], [1], [33.043808], 1
1, 12, [12], [1], [33.043808], 1
4, 11, [11], [4], [33.12781], 1
8, 5, [ 5 13], [8 8], [32.93887  33.165367], 2
12, 4, [ 4  1 16], [12 12 12], [30.395191 28.914646 33.126186], 3
10, 8, [8], [10], [33.134445], 1
5, 7, [7], [5], [33.14583], 1
9, 12, [12 16], [11  9], [-10.079481  33.131447], 2
14, 4, [ 4  6 14], [12 12 14], [-20.232021  16.197693  33.26636 ], 3
5, 16, [16  8], [9 5], [-9.985352 33.149345], 2

13, 16, [16], [13], [33.124073], 1
2, 16, [16  2], [2 2], [32.997025 33.141136], 2
6, 14, [14 13], [2 6], [-9.970861 33.151665], 2
13, 14, [14], [13], [33.166245], 1
6, 2, [ 2 16], [6 6], [33.00928 33.10698], 2
9, 9, [9], [9], [33.04509], 1
5, 5, [5], [5], [33.04339], 1
6, 2, [ 2 15  8], [6 6 6], [30.51343  28.945076 33.127045], 3
14, 4, [ 4 13  8  6 10], [12 12 12 12 14], [-33.28763    -5.56268    -2.9308972   8.128274   33.16693  ], 5
4, 8, [ 8 11  2], [4 4 4], [30.562035 29.018656 33.14626 ], 3
6, 12, [12  8], [6 6], [32.919624 33.127075], 2
11, 7, [7], [11], [33.132683], 1
7, 3, [3 8], [6 7], [-10.038416  33.192436], 2
3, 1, [ 1 14], [6 3], [-10.052483  33.1569  ], 2
7, 8, [8], [7], [33.195], 1
14, 9, [ 9 14], [ 5 14], [-9.960527 33.310272], 2
14, 4, [ 4 16], [12 14], [-10.067217  33.137447], 2
3, 4, [4 7], [5 3], [-10.071068  33.14273 ], 2
14, 11, [11  7  8 14 16  7  2], [12 12 14 14 12 12 14], [-32.10804     -3.7060323    0.22177887  -8.26154    -15.794754
   0.12277794  33.269794  ], 7
4, 11, [11 12 14], [4 4 4], [30.497812 28.934464 33.149433], 3
1, 6, [6], [1], [33.14517], 1
2, 3, [3 7], [6 2], [-10.0677185  33.14336  ], 2
10, 1, [1], [10], [33.037045], 1
4, 15, [15  9  2], [4 8 4], [22.623154 15.939625 33.1461  ], 3
8, 13, [13], [8], [33.165367], 1
3, 13, [13], [3], [33.153915], 1
5, 5, [5 3], [6 5], [-10.12533   33.053406], 2
13, 2, [2], [13], [33.167633], 1
2, 3, [ 3 10  8], [6 6 2], [-20.373016  15.967837  33.14965 ], 3
13, 1, [1], [13], [33.037827], 1
2, 4, [ 4 13], [5 2], [-10.066593  33.15035 ], 2
8, 12, [12 11], [4 8], [-10.050053  33.17506 ], 2

11, 6, [6], [11], [33.146862], 1
11, 15, [15], [11], [33.048183], 1
3, 9, [ 9 14], [5 3], [-10.052912  33.156887], 2
4, 12, [12 16 14], [8 4 4], [-12.543301  29.02063   33.14853 ], 3
10, 3, [3], [10], [33.033592], 1
6, 7, [ 7 16], [6 6], [33.01457  33.107056], 2
5, 1, [1 7], [6 5], [-10.060955  33.145515], 2
4, 15, [15  7], [4 4], [32.94703 33.14691], 2
8, 6, [6], [8], [33.116016], 1
0, 16, [16 14], [0 0], [33.036804 33.15609 ], 2
12, 5, [ 5 14 16], [12 12 12], [30.440264 29.000904 33.126175], 3
8, 16, [16], [8], [33.161568], 1
13, 13, [13], [13], [33.189293], 1
11, 5, [5], [11], [33.036064], 1
13, 3, [3], [13], [33.035305], 1
8, 8, [ 8  3  8 14], [8 8 8 8], [27.59246  24.068752 25.050655 33.16574 ], 4
1, 14, [14], [1], [33.156677], 1
8, 13, [13], [8], [33.164364], 1
14, 11, [11  4 13 12 14  3 16], [12 12 12 12 12 12 12], [-43.056393 -21.95362  -30.01355  -37.01568  -41.803795 -43.277252
 -38.870605], 7
0, 7, [7], [0], [33.143654], 1
14, 15, [15 11 13  1  2], [12 12 12 14 14], [-30.525402   -0.9876666   4.828329   21.053547   33.27702  ], 5
9, 5, [5 6], [11  9], [-10.027611  33.227947], 2
9, 11, [11], [9], [33.104263], 1
9, 6, [6], [9], [33.22605], 1
8, 11, [11], [8], [33.17461], 1
8, 5, [5], [8], [33.036926], 1
12, 15, [15  8], [13 12], [-10.020134  33.215782], 2
3, 1, [1 7], [6 3], [-10.060104  33.142677], 2
8, 8, [8], [8], [33.15177], 1
2, 8, [8], [2], [33.149754], 1
3, 3, [ 3 15 13], [6 6 3], [-20.371124   15.9710045  33.15348  ], 3
1, 5, [5], [1], [33.043907], 1

2, 3, [ 3 13], [6 2], [-10.063633  33.15035 ], 2
14, 12, [12  7  2], [14 12 14], [22.760073 16.140411 33.284492], 3
7, 16, [16], [7], [33.156036], 1
10, 1, [1], [10], [33.036938], 1
4, 14, [14  1 13], [4 8 4], [22.711008 15.933621 33.153484], 3
3, 6, [6], [3], [33.147114], 1
0, 8, [8], [0], [33.152218], 1
4, 7, [7], [4], [33.146805], 1
1, 8, [8], [1], [33.149776], 1
11, 4, [4], [11], [33.03715], 1
11, 4, [4], [11], [33.037125], 1
12, 14, [14  6], [12 12], [33.072063 33.24286 ], 2
3, 1, [ 1 14], [6 3], [-10.051582  33.156113], 2
8, 11, [11], [8], [33.169064], 1
9, 14, [14], [9], [33.095955], 1
9, 9, [9], [9], [33.04551], 1
14, 9, [ 9 11], [ 5 14], [-10.08621  33.10061], 2
4, 15, [15], [4], [33.062466], 1
2, 4, [4 6], [5 2], [-10.070242  33.14495 ], 2
10, 11, [11], [10], [33.12601], 1
5, 14, [14  9 13], [5 5 5], [30.51073  28.947777 33.156006], 3
2, 9, [9 7], [7 2], [-10.062168  33.143364], 2
12, 9, [ 9 13], [12 12], [32.970383 33.19968 ], 2
14, 6, [ 6 14 11 13], [12 12 12 14], [-27.741749    3.3735297  12.028703   33.18859  ], 4
1, 8, [8], [1], [33.149773], 1
8, 3, [ 3 13], [8 8], [32.938065 33.16536 ], 2
12, 8, [8], [12], [33.21041], 1
5, 7, [7], [5], [33.145695], 1
5, 3, [ 3 14], [5 5], [32.93814  33.146957], 2
1, 12, [12], [1], [33.043808], 1
4, 8, [ 8 13], [8 4], [-9.956234 33.154137], 2
12, 14, [14  6], [12 12], [33.066803 33.23713 ], 2

4, 1, [1 7], [8 4], [-10.069288  33.146744], 2
7, 2, [ 2 16], [7 7], [33.02854  33.162285], 2
9, 4, [4], [9], [33.03749], 1
1, 13, [13], [1], [33.153282], 1
7, 15, [15  8], [2 7], [-10.012739  33.19577 ], 2
6, 5, [5 1 8], [6 6 6], [30.398968 28.928057 33.12691 ], 3
1, 2, [2], [1], [33.147293], 1
0, 10, [10 14], [6 0], [-10.029665  33.155556], 2
2, 9, [ 9 14], [5 2], [-10.063671  33.137455], 2
13, 13, [13], [13], [33.18935], 1
13, 7, [7], [13], [33.155807], 1
11, 10, [10], [11], [33.128536], 1
11, 6, [6], [11], [33.145817], 1
7, 10, [10 13 14], [6 7 7], [-12.476488  29.07628   33.184685], 3
12, 1, [1 6], [12 12], [32.98465 33.24286], 2
13, 5, [5], [13], [33.040833], 1
8, 11, [11], [8], [33.17395], 1
1, 11, [11], [1], [33.10771], 1
3, 6, [6], [3], [33.146587], 1
9, 2, [2], [9], [33.125397], 1
13, 13, [13], [13], [33.189354], 1
10, 3, [3], [10], [33.033722], 1
10, 10, [10], [10], [33.07008], 1
8, 9, [9 7], [4 8], [-10.053877  33.155685], 2
9, 4, [4], [9], [33.037506], 1
0, 14, [14  8 16 11], [3 0 0 0], [-15.355308  24.14927   24.99773   33.107624], 4
6, 14, [14  7], [6 6], [33.030293 33.145126], 2
1, 6, [6], [1], [33.144512], 1
2, 12, [12 16], [0 2], [-10.092083  33.107513], 2
8, 11, [11], [8], [33.173435], 1
10, 9, [9], [10], [33.04411], 1
1, 2, [2], [1], [33.1473], 1

