_ws.col.Time,frame.len,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.len,tcp.seq_raw,tcp.ack_raw,tcp.options.timestamp.tsval,tcp.options.timestamp.tsecr
"14:43:57.982922","60","47.83.16.111","80","100.64.0.2","48498","0","3475425862","509645301","2010839413","1669038228"
"14:43:58.195492","52","47.83.16.111","80","100.64.0.2","48498","0","3475425863","509645448","2010839625","1669038431"
"14:43:58.195512","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475425863","509645448","2010839625","1669038431"
"14:43:58.195517","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475427311","509645448","2010839625","1669038431"
"14:43:58.195522","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475428759","509645448","2010839625","1669038431"
"14:43:58.195527","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475431655","509645448","2010839625","1669038431"
"14:43:58.195533","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475430207","509645448","2010839625","1669038431"
"14:43:58.195542","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475433103","509645448","2010839625","1669038431"
"14:43:58.195547","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475434551","509645448","2010839625","1669038431"
"14:43:58.195556","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475435999","509645448","2010839625","1669038431"
"14:43:58.195564","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475437447","509645448","2010839625","1669038431"
"14:43:58.195572","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475438895","509645448","2010839625","1669038431"
"14:43:58.422890","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475440343","509645448","2010839853","1669038659"
"14:43:58.422921","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475441791","509645448","2010839853","1669038659"
"14:43:58.437860","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475443239","509645448","2010839868","1669038674"
"14:43:58.437874","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475444687","509645448","2010839868","1669038674"
"14:43:58.453027","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475446135","509645448","2010839883","1669038689"
"14:43:58.453038","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475447583","509645448","2010839883","1669038689"
"14:43:58.467145","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475449031","509645448","2010839897","1669038704"
"14:43:58.482218","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475450479","509645448","2010839912","1669038719"
"14:43:58.482229","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475451927","509645448","2010839912","1669038719"
"14:43:58.497227","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475453375","509645448","2010839927","1669038734"
"14:43:58.497238","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475454823","509645448","2010839927","1669038734"
"14:43:58.513349","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475456271","509645448","2010839943","1669038749"
"14:43:58.513363","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475457719","509645448","2010839943","1669038749"
"14:43:58.529383","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475459167","509645448","2010839959","1669038766"
"14:43:58.529396","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475460615","509645448","2010839959","1669038766"
"14:43:58.543451","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475463511","509645448","2010839973","1669038781"
"14:43:58.543463","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475462063","509645448","2010839973","1669038781"
"14:43:58.558528","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475464959","509645448","2010839988","1669038796"
"14:43:58.558539","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475466407","509645448","2010839988","1669038796"
"14:43:58.634956","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475467855","509645448","2010840065","1669038871"
"14:43:58.634968","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475469303","509645448","2010840065","1669038871"
"14:43:58.650020","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475470751","509645448","2010840080","1669038886"
"14:43:58.650036","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475472199","509645448","2010840080","1669038886"
"14:43:58.664088","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475473647","509645448","2010840094","1669038901"
"14:43:58.664099","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475475095","509645448","2010840094","1669038901"
"14:43:58.679196","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475477991","509645448","2010840109","1669038916"
"14:43:58.679207","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475476543","509645448","2010840109","1669038916"
"14:43:58.694279","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475479439","509645448","2010840124","1669038931"
"14:43:58.694294","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475480887","509645448","2010840124","1669038931"
"14:43:58.710364","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475482335","509645448","2010840140","1669038946"
"14:43:58.710375","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475483783","509645448","2010840140","1669038946"
"14:43:58.726498","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475486679","509645448","2010840156","1669038963"
"14:43:58.726510","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475485231","509645448","2010840156","1669038963"
"14:43:58.740542","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475488127","509645448","2010840170","1669038978"
"14:43:58.740553","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475489575","509645448","2010840170","1669038978"
"14:43:58.755636","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475491023","509645448","2010840185","1669038993"
"14:43:58.755647","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475492471","509645448","2010840185","1669038993"
"14:43:58.770688","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475493919","509645448","2010840201","1669039007"
"14:43:58.770705","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475495367","509645448","2010840201","1669039007"
"14:43:58.785736","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475496815","509645448","2010840216","1669039022"
"14:43:58.800814","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475498263","509645448","2010840231","1669039037"
"14:43:58.800825","1500","47.83.16.111","80","100.64.0.2","48498","1448","3475499711","509645448","2010840231","1669039037"
